solute,solvent,T_K,IDAC_exp,IDAC_MOSCED,ln_IDAC_exp
"1,1,1-Trichloroethane","1,2-Dichloroethane",328.2,1.34,1.28,0.29266961396282004
"1,1,1-Trichloroethane",1-Octanol,298.2,1.98,1.89,0.6830968447064438
"1,1,1-Trichloroethane",1-Octanol,298.2,1.89,1.89,0.636576829071551
"1,1,1-Trichloroethane",1-Octanol,298.2,1.98,1.89,0.6830968447064438
"1,1,1-Trichloroethane",1-Octanol,308.2,1.76,1.83,0.5653138090500605
"1,1,1-Trichloroethane",1-Octanol,323.2,1.63,1.76,0.4885800148186709
"1,1,1-Trichloroethane",Anisole,293.2,1.17,1.14,0.1570037488096647
"1,1,1-Trichloroethane",Butyl Ether,293.2,0.81,0.88,-0.21072103131565253
"1,1,1-Trichloroethane",Carbon Tetrachloride,328.2,1.09,1.06,0.08617769624105241
"1,1,1-Trichloroethane",Chloroform,328.2,1.0,0.96,0.0
"1,1,1-Trichloroethane",Dichloromethane,308.2,1.18,1.17,0.16551443847757333
"1,1,1-Trichloroethane",Dimethyl Carbonate,298.2,1.66,1.52,0.5068176023684519
"1,1,1-Trichloroethane",Dimethyl Carbonate,333.2,1.66,1.45,0.5068176023684519
"1,1,1-Trichloroethane",Methyl Isobutyl Ketone,293.2,0.87,0.93,-0.13926206733350766
"1,1,1-Trichloroethane",N-Hexadecane,298.2,1.04,1.08,0.03922071315328133
"1,1,1-Trichloroethane",Tetraethylene Glycol DME,303.2,0.72,0.78,-0.3285040669720361
"1,1,1-Trichloroethane",Tetraethylene Glycol DME,323.2,0.74,0.8,-0.3011050927839216
"1,1,1-Trichloroethane",Tetraethylene Glycol DME,343.5,0.79,0.81,-0.23572233352106983
"1,1,1-Trichloroethane",Tributyl Phosphate,298.2,0.5,0.48,-0.6931471805599453
"1,1,1-Trichloroethane",Tributyl Phosphate,303.2,0.5,0.48,-0.6931471805599453
"1,1,1-Trichloroethane",Tributyl Phosphate,308.2,0.51,0.49,-0.6733445532637656
"1,1,1-Trichloroethane",Tributyl Phosphate,313.2,0.51,0.5,-0.6733445532637656
"1,1,1-Trichloroethane",Tributyl Phosphate,318.2,0.51,0.5,-0.6733445532637656
"1,1,1-Trichloroethane",Tributyl Phosphate,323.2,0.51,0.51,-0.6733445532637656
"1,1,1-Trichloroethane",Trichloroethylene,328.2,1.02,0.99,0.01980262729617973
"1,1-Dichloroethane","1,1,1-Trichloroethane",328.2,1.06,1.28,0.058268908123975824
"1,1-Dichloroethane","1,2-Dichloroethane",328.2,1.14,1.01,0.131028262406404
"1,1-Dichloroethane",1-Octanol,298.2,2.01,2.04,0.6981347220709843
"1,1-Dichloroethane",1-Octanol,298.2,2.01,2.04,0.6981347220709843
"1,1-Dichloroethane",1-Octanol,308.2,2.01,1.96,0.6981347220709843
"1,1-Dichloroethane",1-Octanol,323.2,1.9,1.85,0.6418538861723947
"1,1-Dichloroethane",Carbon Tetrachloride,328.2,1.4,1.66,0.3364722366212129
"1,1-Dichloroethane",Chloroform,328.2,0.98,1.01,-0.020202707317519466
"1,1-Dichloroethane",Dichloromethane,308.2,1.02,0.98,0.01980262729617973
"1,1-Dichloroethane",Trichloroethylene,328.2,1.26,1.33,0.23111172096338664
"1,2-Dichloroethane","1,1,1-Trichloroethane",328.2,1.23,1.3,0.20701416938432612
"1,2-Dichloroethane",1-Butanol,293.2,2.92,3.31,1.0715836162801904
"1,2-Dichloroethane",1-Octanol,298.2,2.68,2.33,0.9858167945227654
"1,2-Dichloroethane",1-Octanol,298.2,2.41,2.33,0.8796267475025636
"1,2-Dichloroethane",1-Octanol,298.2,2.68,2.33,0.9858167945227654
"1,2-Dichloroethane",1-Octanol,308.2,2.55,2.22,0.9360933591703348
"1,2-Dichloroethane",1-Octanol,323.2,2.31,2.07,0.8372475245337022
"1,2-Dichloroethane",Acetone,329.4,0.98,0.91,-0.020202707317519466
"1,2-Dichloroethane",Acetonitrile,333.2,1.52,1.64,0.41871033485818504
"1,2-Dichloroethane",Anisole,293.2,0.94,0.88,-0.06187540371808753
"1,2-Dichloroethane",Benzene,298.2,1.04,1.09,0.03922071315328133
"1,2-Dichloroethane",Benzene,353.3,1.03,1.07,0.02955880224154443
"1,2-Dichloroethane",Benzyl Acetate,298.2,0.71,0.75,-0.342490308946776
"1,2-Dichloroethane",Butyl Ether,293.2,1.17,1.3,0.1570037488096647
"1,2-Dichloroethane",Carbon Tetrachloride,313.2,1.73,1.8,0.5481214085096876
"1,2-Dichloroethane",Carbon Tetrachloride,328.2,1.65,1.72,0.5007752879124892
"1,2-Dichloroethane",Chloroform,328.2,1.05,1.02,0.04879016416943205
"1,2-Dichloroethane",Cyclohexane,298.2,3.32,3.59,1.199964782928397
"1,2-Dichloroethane",Cyclohexane,334.2,2.52,2.79,0.9242589015233319
"1,2-Dichloroethane",Cyclohexane,340.4,2.44,2.69,0.8919980393051105
"1,2-Dichloroethane",Cyclohexane,345.7,2.36,2.62,0.8586616190375187
"1,2-Dichloroethane",Cyclohexane,351.2,2.29,2.54,0.8285518175661483
"1,2-Dichloroethane",Dichloromethane,308.2,0.99,0.98,-0.01005033585350145
"1,2-Dichloroethane",Ethyl Acetate,311.7,0.81,0.83,-0.21072103131565253
"1,2-Dichloroethane",Ethyl Acetate,330.5,0.83,0.86,-0.18632957819149348
"1,2-Dichloroethane",Ethyl Acetate,347.8,0.85,0.88,-0.16251892949777494
"1,2-Dichloroethane",Methanol,323.2,4.95,6.18,1.599387576580599
"1,2-Dichloroethane",Methyl Ethyl Ketone,314.7,0.77,0.74,-0.2613647641344075
"1,2-Dichloroethane",Methyl Ethyl Ketone,333.2,0.74,0.77,-0.3011050927839216
"1,2-Dichloroethane",Methyl Ethyl Ketone,333.3,0.79,0.77,-0.23572233352106983
"1,2-Dichloroethane",Methyl Ethyl Ketone,350.3,0.82,0.8,-0.19845093872383832
"1,2-Dichloroethane",Methyl Isobutyl Ketone,293.2,0.69,0.77,-0.37106368139083207
"1,2-Dichloroethane","N,N-Dibutylformamide",302.8,0.51,0.44,-0.6733445532637656
"1,2-Dichloroethane","N,N-Dibutylformamide",318.3,0.51,0.48,-0.6733445532637656
"1,2-Dichloroethane","N,N-Dibutylformamide",332.4,0.52,0.5,-0.6539264674066639
"1,2-Dichloroethane","N,N-Dimethylacetamide",303.6,0.54,0.48,-0.616186139423817
"1,2-Dichloroethane","N,N-Dimethylacetamide",317.6,0.63,0.52,-0.4620354595965587
"1,2-Dichloroethane","N,N-Dimethylacetamide",333.4,0.75,0.56,-0.2876820724517809
"1,2-Dichloroethane",heptane,293.2,3.3,3.67,1.1939224684724346
"1,2-Dichloroethane",N-Hexadecane,298.2,2.34,2.4,0.85015092936961
"1,2-Dichloroethane",N-Hexadecane,298.2,2.03,2.4,0.7080357930536959
"1,2-Dichloroethane",N-Hexane,298.0,3.17,3.76,1.1537315878891892
"1,2-Dichloroethane",N-Hexane,298.2,3.61,3.75,1.2837077723447896
"1,2-Dichloroethane",N-Hexane,316.0,2.73,3.26,1.0043016091968684
"1,2-Dichloroethane",N-Hexane,333.2,2.45,2.91,0.8960880245566357
"1,2-Dichloroethane",N-Hexane,339.4,2.32,2.8,0.8415671856782185
"1,2-Dichloroethane",Nitrobenzene,293.2,1.09,0.96,0.08617769624105241
"1,2-Dichloroethane",N-Methylacetamide,303.4,1.6,1.77,0.47000362924573563
"1,2-Dichloroethane",N-Methylacetamide,318.4,1.62,1.75,0.4824261492442928
"1,2-Dichloroethane",N-Methylacetamide,333.2,1.64,1.71,0.494696241836107
"1,2-Dichloroethane",N-Octane,293.2,2.9,3.47,1.0647107369924282
"1,2-Dichloroethane",Phenol,323.2,1.72,2.4,0.5423242908253617
"1,2-Dichloroethane",Phenol,328.2,2.41,2.38,0.8796267475025636
"1,2-Dichloroethane",Phenol,343.2,2.14,2.31,0.7608058290337602
"1,2-Dichloroethane",Phenol,358.2,2.03,2.23,0.7080357930536959
"1,2-Dichloroethane",Phenol,373.2,2.03,2.15,0.7080357930536959
"1,2-Dichloroethane",Quinoline,298.2,0.92,0.92,-0.08338160893905101
"1,2-Dichloroethane",Sulfolane,303.1,1.13,1.22,0.12221763272424911
"1,2-Dichloroethane",Sulfolane,317.9,1.17,1.21,0.1570037488096647
"1,2-Dichloroethane",Sulfolane,333.6,1.21,1.19,0.1906203596086497
"1,2-Dichloroethane",Tetraethylene Glycol DME,303.2,0.32,0.4,-1.1394342831883648
"1,2-Dichloroethane",Tetraethylene Glycol DME,323.2,0.38,0.44,-0.9675840262617056
"1,2-Dichloroethane",Tetraethylene Glycol DME,343.2,0.44,0.47,-0.8209805520698302
"1,2-Dichloroethane",Tetrahydrofuran,303.2,0.45,0.64,-0.7985076962177716
"1,2-Dichloroethane",Tetrahydrofuran,323.2,0.56,0.69,-0.579818495252942
"1,2-Dichloroethane",Tetrahydrofuran,343.2,0.6,0.73,-0.5108256237659907
"1,2-Dichloroethane",Toluene,342.7,0.95,1.13,-0.05129329438755058
"1,2-Dichloroethane",Toluene,380.9,0.97,1.11,-0.030459207484708574
"1,2-Dichloroethane",Tributyl Phosphate,298.2,0.29,0.3,-1.2378743560016174
"1,2-Dichloroethane",Tributyl Phosphate,303.2,0.29,0.31,-1.2378743560016174
"1,2-Dichloroethane",Tributyl Phosphate,308.2,0.29,0.32,-1.2378743560016174
"1,2-Dichloroethane",Tributyl Phosphate,313.2,0.29,0.33,-1.2378743560016174
"1,2-Dichloroethane",Tributyl Phosphate,318.2,0.3,0.33,-1.2039728043259361
"1,2-Dichloroethane",Tributyl Phosphate,323.2,0.3,0.34,-1.2039728043259361
"1,2-Dichloroethane",Trichloroethylene,328.2,1.42,1.36,0.35065687161316933
"1,2-Dichloroethane",Triethylamine,323.5,1.44,1.47,0.36464311358790924
"1,2-Dichloroethane",Triethylamine,348.7,1.4,1.42,0.3364722366212129
"1,2-Dichloroethane",Triethylamine,359.3,1.35,1.4,0.30010459245033816
"1,4-Dioxane",1-Butanol,298.2,2.42,2.35,0.883767540168595
"1,4-Dioxane",1-Octanol,298.2,2.18,2.31,0.7793248768009977
"1,4-Dioxane",1-Octanol,298.2,2.08,2.31,0.7323678937132266
"1,4-Dioxane","2,2,4-Trimethylpentane",298.2,3.55,5.44,1.2669476034873244
"1,4-Dioxane","2,6-Dimethylpyridine",298.2,1.02,1.24,0.01980262729617973
"1,4-Dioxane",2-Methyl-2-Propanol,298.2,1.64,2.23,0.494696241836107
"1,4-Dioxane",Acetic Acid,298.2,0.44,0.7,-0.8209805520698302
"1,4-Dioxane",Acetone,298.2,1.29,1.5,0.25464221837358075
"1,4-Dioxane",Acetone,298.3,1.35,1.5,0.30010459245033816
"1,4-Dioxane",Acetone,308.2,1.39,1.48,0.3293037471426003
"1,4-Dioxane",Acetone,318.4,1.36,1.46,0.3074846997479607
"1,4-Dioxane",Acetone,328.4,1.37,1.44,0.3148107398400336
"1,4-Dioxane",Acetonitrile,298.2,1.37,1.73,0.3148107398400336
"1,4-Dioxane",Acetonitrile,313.2,1.45,1.66,0.371563556432483
"1,4-Dioxane",Acetophenone,298.2,0.86,0.87,-0.15082288973458366
"1,4-Dioxane",Aniline,298.2,0.38,0.8,-0.9675840262617056
"1,4-Dioxane",Anisole,298.2,0.87,0.88,-0.13926206733350766
"1,4-Dioxane",Benzene,298.2,0.97,1.03,-0.030459207484708574
"1,4-Dioxane",Benzonitrile,298.2,0.82,1.1,-0.19845093872383832
"1,4-Dioxane",Benzyl Alcohol,298.2,0.47,0.6,-0.7550225842780328
"1,4-Dioxane",Bromobenzene,298.2,0.99,1.14,-0.01005033585350145
"1,4-Dioxane",Bromoethane,298.2,1.32,1.15,0.27763173659827955
"1,4-Dioxane",Butyl Ether,298.2,2.07,2.25,0.7275486072772777
"1,4-Dioxane",Butyronitrile,298.2,1.14,1.2,0.131028262406404
"1,4-Dioxane",Carbon Disulfide,298.2,3.64,3.01,1.2919836816486494
"1,4-Dioxane",Carbon Disulfide,298.3,3.77,3.01,1.3270750014599193
"1,4-Dioxane",Carbon Disulfide,308.4,3.56,2.85,1.269760544863939
"1,4-Dioxane",Carbon Disulfide,318.7,3.34,2.7,1.205970806988609
"1,4-Dioxane",Carbon Tetrachloride,298.2,1.29,1.52,0.25464221837358075
"1,4-Dioxane",Carbon Tetrachloride,298.2,1.25,1.52,0.22314355131420976
"1,4-Dioxane",Carbon Tetrachloride,303.2,1.32,1.51,0.27763173659827955
"1,4-Dioxane",Carbon Tetrachloride,308.2,1.33,1.5,0.28517894223366247
"1,4-Dioxane",Carbon Tetrachloride,313.2,1.34,1.49,0.29266961396282004
"1,4-Dioxane",Carbon Tetrachloride,313.2,1.32,1.49,0.27763173659827955
"1,4-Dioxane",Carbon Tetrachloride,337.7,1.34,1.44,0.29266961396282004
"1,4-Dioxane",Chlorobenzene,298.2,0.94,1.16,-0.06187540371808753
"1,4-Dioxane",Chloroform,298.2,0.22,0.21,-1.5141277326297755
"1,4-Dioxane",Chloroform,303.2,0.19,0.22,-1.6607312068216509
"1,4-Dioxane",Chloroform,323.2,0.27,0.28,-1.3093333199837622
"1,4-Dioxane",Cyclohexane,298.2,4.17,4.58,1.4279160358107101
"1,4-Dioxane",Cyclohexanone,298.2,1.04,1.04,0.03922071315328133
"1,4-Dioxane",Dichloromethane,298.2,0.42,0.39,-0.8675005677047231
"1,4-Dioxane",Dichloromethane,303.2,0.41,0.4,-0.8915981192837836
"1,4-Dioxane",Diethyl Ether,298.2,1.96,2.22,0.6729444732424258
"1,4-Dioxane",Diisopropyl Ether,298.2,2.15,2.39,0.7654678421395714
"1,4-Dioxane",Dimethyl Sulfoxide,298.2,1.63,2.04,0.4885800148186709
"1,4-Dioxane",Ethanol,298.2,3.1,2.6,1.1314021114911006
"1,4-Dioxane",Ethanol,323.2,2.84,2.42,1.0438040521731147
"1,4-Dioxane",Ethanol,323.2,2.89,2.42,1.0612565021243408
"1,4-Dioxane",Ethyl Acetate,298.2,1.08,1.25,0.0769610411361284
"1,4-Dioxane",Ethyl Acetate,328.4,1.1,1.22,0.09531017980432493
"1,4-Dioxane",Isopropanol,298.2,3.01,2.86,1.1019400787607843
"1,4-Dioxane",Isopropanol,323.2,2.32,2.59,0.8415671856782185
"1,4-Dioxane",Isopropanol,333.2,2.19,2.51,0.7839015438284094
"1,4-Dioxane",Isopropanol,343.2,2.46,2.42,0.9001613499442714
"1,4-Dioxane",Isopropanol,353.2,2.3,2.35,0.8329091229351039
"1,4-Dioxane",Methanol,298.2,3.39,2.35,1.220829921392359
"1,4-Dioxane",Methanol,308.7,3.23,2.29,1.172482137234565
"1,4-Dioxane",Methanol,318.5,3.12,2.23,1.1378330018213911
"1,4-Dioxane",Methanol,328.5,2.98,2.17,1.091923300517313
"1,4-Dioxane",Methanol,337.0,2.88,2.12,1.0577902941478545
"1,4-Dioxane",Methyl Ethyl Ketone,298.2,1.17,1.18,0.1570037488096647
"1,4-Dioxane","N,N-Dibutylformamide",302.8,1.2,0.96,0.1823215567939546
"1,4-Dioxane","N,N-Dibutylformamide",318.3,1.08,0.95,0.0769610411361284
"1,4-Dioxane","N,N-Dibutylformamide",332.4,1.06,0.94,0.058268908123975824
"1,4-Dioxane","N,N-Dimethylacetamide",303.3,1.33,1.18,0.28517894223366247
"1,4-Dioxane","N,N-Dimethylacetamide",317.6,1.29,1.17,0.25464221837358075
"1,4-Dioxane","N,N-Dimethylacetamide",333.6,1.26,1.15,0.23111172096338664
"1,4-Dioxane","N,N-Dimethylformamide",298.2,1.23,1.45,0.20701416938432612
"1,4-Dioxane",N-Decane,298.2,3.15,4.04,1.1474024528375417
"1,4-Dioxane",heptane,298.2,4.41,4.74,1.4838746894587547
"1,4-Dioxane",heptane,298.2,3.81,4.74,1.3376291891386096
"1,4-Dioxane",heptane,303.2,4.17,4.52,1.4279160358107101
"1,4-Dioxane",heptane,308.2,3.88,4.32,1.355835153635182
"1,4-Dioxane",heptane,313.2,3.69,4.13,1.3056264580524357
"1,4-Dioxane",heptane,313.4,3.59,4.13,1.2781522025001875
"1,4-Dioxane",heptane,333.2,3.21,3.54,1.1662709371419244
"1,4-Dioxane",heptane,353.2,2.76,3.1,1.0152306797290584
"1,4-Dioxane",heptane,353.2,2.63,3.1,0.9669838461896731
"1,4-Dioxane",N-Hexadecane,298.2,2.78,3.19,1.0224509277025455
"1,4-Dioxane",N-Hexadecane,298.2,2.42,3.19,0.883767540168595
"1,4-Dioxane",N-Hexane,298.2,4.03,5.09,1.3937663759585917
"1,4-Dioxane",N-Hexane,353.2,3.09,3.31,1.128171090909654
"1,4-Dioxane",Nitrobenzene,298.2,0.82,0.9,-0.19845093872383832
"1,4-Dioxane",N-Methylacetamide,303.0,2.49,2.0,0.9122827104766164
"1,4-Dioxane",N-Methylacetamide,318.4,2.42,1.96,0.883767540168595
"1,4-Dioxane",N-Methylacetamide,333.3,2.3,1.91,0.8329091229351039
"1,4-Dioxane",N-Octane,353.2,2.58,2.93,0.9477893989335261
"1,4-Dioxane",N-Pentane,298.2,4.76,5.67,1.5602476682433286
"1,4-Dioxane",P-Xylene,298.2,1.25,1.4,0.22314355131420976
"1,4-Dioxane",Pyridine,298.2,0.96,1.16,-0.040821994520255166
"1,4-Dioxane",Sulfolane,317.9,1.48,1.61,0.3920420877760237
"1,4-Dioxane",Sulfolane,332.7,1.28,1.55,0.2468600779315258
"1,4-Dioxane",Tetraethylene Glycol DME,303.2,0.74,0.8,-0.3011050927839216
"1,4-Dioxane",Tetraethylene Glycol DME,323.2,0.75,0.79,-0.2876820724517809
"1,4-Dioxane",Tetraethylene Glycol DME,343.2,0.77,0.79,-0.2613647641344075
"1,4-Dioxane",Tetrahydrofuran,298.2,1.13,1.22,0.12221763272424911
"1,4-Dioxane",Toluene,298.2,1.15,1.17,0.13976194237515863
"1,4-Dioxane",Tributyl Phosphate,318.2,0.86,0.75,-0.15082288973458366
"1,4-Dioxane",Tributyl Phosphate,333.2,0.78,0.73,-0.2484613592984996
"1,4-Dioxane",Tributyl Phosphate,363.2,0.55,0.72,-0.5978370007556204
"1,4-Dioxane",Tributyl Phosphate,373.2,0.56,0.71,-0.579818495252942
"1,4-Dioxane",Triethylamine,298.2,2.5,3.45,0.9162907318741551
1-Butanol,1-Octanol,298.2,1.11,1.06,0.10436001532424286
1-Butanol,1-Propanol,313.2,1.04,0.97,0.03922071315328133
1-Butanol,1-Propanol,333.2,1.02,0.97,0.01980262729617973
1-Butanol,1-Propanol,353.2,1.02,0.97,0.01980262729617973
1-Butanol,"2,6-Dimethylpyridine",313.2,0.7,0.77,-0.35667494393873245
1-Butanol,2-Methyl-1-Propanol,313.2,1.04,1.01,0.03922071315328133
1-Butanol,2-Methyl-2-Propanol,313.2,0.8,0.99,-0.2231435513142097
1-Butanol,Acetonitrile,333.2,3.28,3.8,1.1878434223960523
1-Butanol,Alpha-Pinene,353.2,7.28,8.09,1.9851308622085946
1-Butanol,Alpha-Pinene,373.2,6.29,6.15,1.8389610707123492
1-Butanol,Anisole,353.2,4.2,4.15,1.4350845252893227
1-Butanol,Butyronitrile,278.2,4.55,4.36,1.5151272329628591
1-Butanol,Butyronitrile,288.2,4.33,3.97,1.4655675420143985
1-Butanol,Butyronitrile,293.2,3.98,3.8,1.3812818192963463
1-Butanol,Butyronitrile,298.2,3.64,3.65,1.2919836816486494
1-Butanol,Butyronitrile,303.2,3.47,3.51,1.244154593958768
1-Butanol,Butyronitrile,308.2,3.34,3.38,1.205970806988609
1-Butanol,Butyronitrile,313.2,3.14,3.26,1.144222799920162
1-Butanol,Butyronitrile,323.2,2.84,3.05,1.0438040521731147
1-Butanol,Cyclohexane,312.9,28.13,24.49,3.3368366225017656
1-Butanol,Cyclohexane,318.2,20.06,21.46,2.9987277825337895
1-Butanol,Cyclohexane,322.9,21.46,19.21,3.0661907372025525
1-Butanol,Cyclohexane,333.0,16.47,15.42,2.8015405441895487
1-Butanol,Cyclohexane,343.0,13.31,12.68,2.58851563240702
1-Butanol,Cyclohexane,352.9,11.05,10.65,2.402430427963762
1-Butanol,Di-N-Propyl Ether,278.2,5.61,7.51,1.724550719534605
1-Butanol,Di-N-Propyl Ether,288.2,5.3,6.34,1.667706820558076
1-Butanol,Di-N-Propyl Ether,293.2,5.14,5.87,1.6370530794670737
1-Butanol,Di-N-Propyl Ether,298.2,4.97,5.46,1.6034198401085373
1-Butanol,Di-N-Propyl Ether,303.2,4.88,5.1,1.5851452198650557
1-Butanol,Di-N-Propyl Ether,308.2,4.64,4.78,1.534714366238164
1-Butanol,Di-N-Propyl Ether,313.2,4.48,4.49,1.4996230464268938
1-Butanol,Di-N-Propyl Ether,323.2,4.22,4.01,1.4398351280479205
1-Butanol,Ethanol,313.2,1.1,1.06,0.09531017980432493
1-Butanol,Isopropanol,313.2,0.98,1.03,-0.020202707317519466
1-Butanol,Methanol,313.2,1.3,1.19,0.26236426446749106
1-Butanol,Methyl Ethyl Ketone,278.2,2.82,2.55,1.0367368849500223
1-Butanol,Methyl Ethyl Ketone,288.2,2.54,2.4,0.9321640810304452
1-Butanol,Methyl Ethyl Ketone,293.2,2.43,2.34,0.8878912573524571
1-Butanol,Methyl Ethyl Ketone,298.2,2.29,2.28,0.8285518175661483
1-Butanol,Methyl Ethyl Ketone,303.2,2.23,2.23,0.8020015854720274
1-Butanol,Methyl Ethyl Ketone,308.2,2.19,2.17,0.7839015438284094
1-Butanol,Methyl Ethyl Ketone,313.2,2.1,2.13,0.7419373447293773
1-Butanol,Methyl Ethyl Ketone,323.2,1.98,2.04,0.6830968447064438
1-Butanol,"N,N-Dibutylformamide",332.5,0.72,0.67,-0.3285040669720361
1-Butanol,"N,N-Dimethylacetamide",333.4,0.79,0.63,-0.23572233352106983
1-Butanol,N-Decane,293.2,39.6,34.36,3.6788291182604347
1-Butanol,N-Dodecane,293.2,38.7,33.4,3.655839600035736
1-Butanol,heptane,333.2,14.12,12.98,2.647592232065096
1-Butanol,heptane,353.2,9.3,9.0,2.2300144001592104
1-Butanol,heptane,363.2,8.7,7.69,2.163323025660538
1-Butanol,heptane,373.2,5.62,6.67,1.7263316639055997
1-Butanol,N-Hexadecane,293.2,34.5,30.89,3.5409593240373143
1-Butanol,N-Hexadecane,298.2,27.74,26.33,3.3228754148866853
1-Butanol,N-Hexane,301.0,33.0,28.97,3.4965075614664802
1-Butanol,N-Hexane,315.3,22.5,19.75,3.1135153092103742
1-Butanol,N-Hexane,331.8,15.1,13.61,2.714694743820879
1-Butanol,N-Hexane,333.2,14.31,13.23,2.6609585935683597
1-Butanol,N-Hexane,340.3,12.2,11.52,2.501435951739211
1-Butanol,N-Methylacetamide,303.1,1.27,0.99,0.23901690047049992
1-Butanol,N-Methylacetamide,318.4,1.1,0.98,0.09531017980432493
1-Butanol,N-Methylacetamide,333.2,0.97,0.97,-0.030459207484708574
1-Butanol,N-Octane,293.2,42.2,35.56,3.742420221041966
1-Butanol,N-Tetradecane,293.2,35.7,32.08,3.5751506887855933
1-Butanol,P-Xylene,313.2,9.48,10.67,2.2491843162669305
1-Butanol,Pyridine,313.2,1.07,0.96,0.06765864847381486
1-Butanol,Sulfolane,303.1,5.35,4.73,1.6770965609079151
1-Butanol,Sulfolane,317.9,4.49,4.22,1.501852701754163
1-Butanol,Sulfolane,333.6,3.7,3.8,1.308332819650179
1-Butanol,Toluene,353.2,4.7,5.37,1.547562508716013
1-Butanol,Toluene,363.2,4.1,4.8,1.410986973710262
1-Butanol,Toluene,373.2,3.62,4.34,1.2864740258376797
1-Butanol,Toluene,383.2,3.18,3.96,1.1568811967920856
1-Chlorobutane,1-Octanol,298.2,2.24,2.14,0.8064758658669485
1-Chlorobutane,Acetonitrile,323.2,4.71,3.75,1.5496879080283263
1-Chlorobutane,Acetonitrile,348.2,3.98,3.12,1.3812818192963463
1-Chlorobutane,Cyclohexane,315.1,1.56,1.65,0.44468582126144574
1-Chlorobutane,Cyclohexane,325.8,1.52,1.6,0.41871033485818504
1-Chlorobutane,Cyclohexane,340.7,1.46,1.55,0.37843643572024505
1-Chlorobutane,Cyclohexane,350.8,1.43,1.52,0.3576744442718159
1-Chlorobutane,Ethyl Acetate,323.2,1.25,1.18,0.22314355131420976
1-Chlorobutane,Ethyl Acetate,348.2,1.23,1.16,0.20701416938432612
1-Chlorobutane,Ethyl Acetate,348.2,1.23,1.16,0.20701416938432612
1-Chlorobutane,N-Hexadecane,298.2,1.18,1.18,0.16551443847757333
1-Chlorobutane,N-Hexane,301.0,1.52,1.6,0.41871033485818504
1-Chlorobutane,N-Hexane,315.3,1.5,1.54,0.4054651081081644
1-Chlorobutane,N-Hexane,332.0,1.43,1.48,0.3576744442718159
1-Chlorobutane,N-Hexane,340.3,1.4,1.45,0.3364722366212129
1-Chlorobutane,Phenol,328.2,3.68,3.68,1.3029127521808397
1-Chlorobutane,Phenol,343.2,3.34,3.51,1.205970806988609
1-Chlorobutane,Phenol,358.2,3.25,3.34,1.1786549963416462
1-Chlorobutane,Phenol,373.2,3.18,3.17,1.1568811967920856
1-Chlorobutane,Tetraethylene Glycol DME,303.2,1.07,1.08,0.06765864847381486
1-Chlorobutane,Tetraethylene Glycol DME,323.2,1.05,1.05,0.04879016416943205
1-Chlorobutane,Tetraethylene Glycol DME,343.2,1.1,1.03,0.09531017980432493
1-Chlorobutane,Tributyl Phosphate,298.6,0.71,0.67,-0.342490308946776
1-Chlorobutane,Tributyl Phosphate,302.9,0.73,0.67,-0.31471074483970024
1-Chlorobutane,Tributyl Phosphate,308.6,0.73,0.67,-0.31471074483970024
1-Chlorobutane,Tributyl Phosphate,313.1,0.75,0.67,-0.2876820724517809
1-Chlorobutane,Tributyl Phosphate,323.7,0.73,0.67,-0.31471074483970024
1-Chlorobutane,Tributyl Phosphate,330.0,0.69,0.67,-0.37106368139083207
1-Hexanol,1-Octanol,298.2,1.09,0.97,0.08617769624105241
1-Hexanol,Carbon Tetrachloride,313.2,13.5,11.07,2.6026896854443837
1-Hexanol,Carbon Tetrachloride,333.2,11.6,7.81,2.451005098112319
1-Hexanol,Cyclohexane,293.2,48.6,44.63,3.883623530906448
1-Hexanol,Cyclohexane,313.2,25.5,24.93,3.2386784521643803
1-Hexanol,Cyclohexane,333.2,15.8,15.68,2.760009940032921
1-Hexanol,N-Hexadecane,298.2,22.82,29.42,3.1276373444339294
1-Hexanol,N-Hexane,293.2,45.4,38.58,3.8155121050473024
1-Hexanol,N-Hexane,313.2,29.4,21.77,3.380994674344636
1-Hexanol,N-Hexane,333.2,19.8,13.81,2.9856819377004897
1-Hexanol,Toluene,353.2,3.99,5.43,1.3837912309017721
1-Hexanol,Toluene,363.2,3.43,4.86,1.2325602611778486
1-Hexanol,Toluene,373.2,3.03,4.4,1.1085626195212777
1-Hexanol,Toluene,383.2,2.72,4.01,1.000631880307906
1-Hexene,"1,5-Dimethyl-2-Pyrrolidinone",298.2,4.76,5.23,1.5602476682433286
1-Hexene,"1,5-Dimethyl-2-Pyrrolidinone",308.2,4.61,4.82,1.5282278570085572
1-Hexene,"1,5-Dimethyl-2-Pyrrolidinone",318.2,4.56,4.48,1.5173226235262947
1-Hexene,1-Butanol,308.2,4.41,4.39,1.4838746894587547
1-Hexene,1-Butanol,318.2,4.03,4.26,1.3937663759585917
1-Hexene,1-Butanol,328.2,3.89,4.12,1.358409157630355
1-Hexene,1-Ethylpyrrolidin-2-One,298.2,4.78,5.21,1.5644405465033646
1-Hexene,1-Ethylpyrrolidin-2-One,308.2,4.49,4.81,1.501852701754163
1-Hexene,1-Ethylpyrrolidin-2-One,318.2,4.27,4.47,1.451613827240533
1-Hexene,1-Octanol,293.4,2.43,2.55,0.8878912573524571
1-Hexene,1-Octanol,298.2,2.54,2.5,0.9321640810304452
