solute,solvent,T_K,IDAC_exp,IDAC_MOSCED,ln_IDAC_exp
N-Hexane,Dichloromethane,298.2,3.42,3.38,1.2296405510745139
N-Hexane,Diethyl Phthalate,303.2,4.84,4.98,1.5769147207285403
N-Hexane,Diethyl Phthalate,313.2,4.53,4.58,1.5107219394949427
N-Hexane,Diethyl Phthalate,323.2,4.32,4.24,1.463255402256019
N-Hexane,Diethyl Phthalate,333.2,4.09,3.95,1.4085449700547104
N-Hexane,Dimethyl Sulfoxide,283.2,96.0,104.5,4.564348191467836
N-Hexane,Dimethyl Sulfoxide,298.2,68.68,68.32,4.229458036029275
N-Hexane,Dimethyl Sulfoxide,298.2,75.0,68.32,4.31748811353631
N-Hexane,Dimethyl Sulfoxide,313.2,72.0,47.26,4.276666119016055
N-Hexane,Dimethyl Sulfoxide,333.2,39.0,31.04,3.6635616461296463
N-Hexane,Dimethyl Sulfoxide,373.2,22.0,16.1,3.091042453358316
N-Hexane,Epsilon-Caprolactone,303.2,12.9,13.55,2.5572273113676265
N-Hexane,Epsilon-Caprolactone,318.2,11.9,11.12,2.4765384001174837
N-Hexane,Epsilon-Caprolactone,333.2,10.8,9.36,2.379546134130174
N-Hexane,Ethanol,293.2,9.57,12.11,2.258633205464863
N-Hexane,Ethanol,293.2,12.0,12.11,2.4849066497880004
N-Hexane,Ethanol,298.2,10.59,11.93,2.359910159613315
N-Hexane,Ethanol,298.2,12.0,11.93,2.4849066497880004
N-Hexane,Ethanol,303.2,12.7,11.72,2.5416019934645457
N-Hexane,Ethanol,313.2,8.21,11.22,2.105352923464337
N-Hexane,Ethanol,313.2,11.6,11.22,2.451005098112319
N-Hexane,Ethanol,313.2,9.9,11.22,2.2925347571405443
N-Hexane,Ethanol,322.2,10.0,10.71,2.302585092994046
N-Hexane,Ethanol,333.2,7.24,10.04,1.979621206397625
N-Hexane,Ethanol,333.2,9.7,10.04,2.272125885509337
N-Hexane,Ethanol,350.9,8.1,8.94,2.0918640616783932
N-Hexane,Ethanol,354.2,8.7,8.74,2.163323025660538
N-Hexane,Ethanol,373.2,8.4,7.63,2.128231705849268
N-Hexane,Ethyl Acetate,293.2,3.49,3.41,1.2499017362143359
N-Hexane,Ethyl Acetate,298.2,3.6,3.3,1.2809338454620642
N-Hexane,Ethyl Acetate,303.2,3.33,3.2,1.2029723039923526
N-Hexane,Ethyl Acetate,308.2,3.09,3.1,1.128171090909654
N-Hexane,Ethyl Acetate,324.4,2.77,2.84,1.0188473201992472
N-Hexane,Ethyl Acetate,348.4,2.41,2.54,0.8796267475025636
N-Hexane,Ethyl Benzoate,313.2,2.99,2.94,1.095273387402595
N-Hexane,Ethyl Benzoate,323.2,2.89,2.8,1.0612565021243408
N-Hexane,Ethyl Benzoate,333.2,2.81,2.67,1.0331844833456545
N-Hexane,Ethyl Benzoate,343.2,2.73,2.55,1.0043016091968684
N-Hexane,Isopropanol,298.2,6.53,6.19,1.8764069432883397
N-Hexane,Isopropanol,308.2,7.4,6.01,2.0014800002101243
N-Hexane,Isopropanol,323.9,5.68,5.66,1.7369512327330598
N-Hexane,Isopropanol,328.2,5.84,5.55,1.7647307968401356
N-Hexane,Isopropanol,332.7,5.48,5.44,1.7011051009599243
N-Hexane,Isopropanol,343.8,5.23,5.17,1.6544112780768316
N-Hexane,Isopropanol,354.6,5.11,4.9,1.631199404215613
N-Hexane,Methanol,298.2,25.89,29.09,3.2538567937634464
N-Hexane,Methanol,298.2,27.0,29.09,3.295836866004329
N-Hexane,Methanol,303.2,25.9,28.29,3.254242968705492
N-Hexane,Methanol,313.2,23.5,26.44,3.1570004211501135
N-Hexane,Methanol,333.2,19.0,22.31,2.9444389791664403
N-Hexane,Methanol,373.2,13.5,14.75,2.6026896854443837
N-Hexane,Methyl Acetate,298.2,5.86,5.4,1.7681496035889213
N-Hexane,Methyl Ethyl Ketone,298.2,4.09,4.07,1.4085449700547104
N-Hexane,Methyl Ethyl Ketone,298.2,4.0,4.07,1.3862943611198906
N-Hexane,Methyl Ethyl Ketone,298.2,4.3,4.07,1.4586150226995167
N-Hexane,Methyl Ethyl Ketone,303.2,4.27,3.93,1.451613827240533
N-Hexane,Methyl Ethyl Ketone,313.1,3.98,3.67,1.3812818192963463
N-Hexane,Methyl Ethyl Ketone,313.2,4.12,3.67,1.415853163361435
N-Hexane,Methyl Ethyl Ketone,323.2,3.82,3.44,1.3402504226184837
N-Hexane,Methyl Ethyl Ketone,333.2,3.65,3.25,1.2947271675944
N-Hexane,Methyl Ethyl Ketone,333.2,3.15,3.25,1.1474024528375417
N-Hexane,Methyl Ethyl Ketone,373.2,2.6,2.67,0.9555114450274363
N-Hexane,Methyl Isobutyl Ketone,293.2,2.26,2.62,0.8153648132841944
N-Hexane,Methyl Isobutyl Ketone,328.2,2.5,2.24,0.9162907318741551
N-Hexane,Methyl Isobutyl Ketone,348.2,2.25,2.08,0.8109302162163288
N-Hexane,Methyl Isobutyl Ketone,388.2,1.85,1.85,0.6151856390902335
N-Hexane,Methyl Tert-Butyl Ether,303.2,1.16,1.35,0.14842000511827322
N-Hexane,Methyl Tert-Butyl Ether,323.2,1.15,1.31,0.13976194237515863
N-Hexane,"N,N-Dibutylformamide",302.8,2.75,3.14,1.0116009116784799
N-Hexane,"N,N-Dibutylformamide",318.3,2.58,2.86,0.9477893989335261
N-Hexane,"N,N-Dibutylformamide",332.4,2.45,2.66,0.8960880245566357
N-Hexane,"N,N-Diethylacetamide",303.2,5.02,5.13,1.6134299337036377
N-Hexane,"N,N-Diethylacetamide",313.2,4.7,4.74,1.547562508716013
N-Hexane,"N,N-Diethylacetamide",323.2,4.45,4.4,1.4929040961781488
N-Hexane,"N,N-Diethylacetamide",333.2,4.21,4.1,1.43746264769429
N-Hexane,"N,N-Dimethylacetamide",303.2,9.77,9.79,2.2793164660546914
N-Hexane,"N,N-Dimethylacetamide",317.6,8.23,8.29,2.1077860146889784
N-Hexane,"N,N-Dimethylacetamide",333.3,6.94,7.08,1.937301774518713
N-Hexane,"N,N-Dimethylformamide",283.2,23.7,20.91,3.1654750481410856
N-Hexane,"N,N-Dimethylformamide",293.2,20.8,17.65,3.0349529867072724
N-Hexane,"N,N-Dimethylformamide",298.2,17.0,16.3,2.833213344056216
N-Hexane,"N,N-Dimethylformamide",298.2,17.9,16.3,2.884800712846709
N-Hexane,"N,N-Dimethylformamide",333.2,11.5,10.15,2.4423470353692043
N-Hexane,"N,N-Dimethylformamide",373.2,8.0,6.75,2.0794415416798357
N-Hexane,N-Decane,298.2,0.99,0.97,-0.01005033585350145
N-Hexane,N-Decane,333.2,0.97,0.97,-0.030459207484708574
N-Hexane,N-Decane,343.2,0.96,0.97,-0.040821994520255166
N-Hexane,N-Dodecane,298.2,1.0,0.95,0.0
N-Hexane,N-Ethylacetamide,303.2,9.23,9.93,2.222459048514761
N-Hexane,N-Ethylacetamide,313.2,8.95,9.31,2.191653532286764
N-Hexane,N-Ethylacetamide,323.2,8.79,8.71,2.1736147116970854
N-Hexane,N-Ethylacetamide,333.2,8.51,8.15,2.1412419425852827
N-Hexane,N-Formylmorpholine,313.3,32.1,29.15,3.4688560301359703
N-Hexane,N-Formylmorpholine,332.7,24.6,21.46,3.202746442938317
N-Hexane,N-Formylmorpholine,352.5,20.6,16.35,3.0252910757955354
N-Hexane,N-Formylmorpholine,373.4,17.0,12.74,2.833213344056216
N-Hexane,heptane,293.2,1.0,1.0,0.0
N-Hexane,heptane,298.2,1.04,1.0,0.03922071315328133
N-Hexane,heptane,298.2,1.0,1.0,0.0
N-Hexane,heptane,333.2,1.0,1.0,0.0
N-Hexane,heptane,373.2,1.0,1.0,0.0
N-Hexane,N-Hexadecane,293.2,0.91,0.87,-0.09431067947124129
N-Hexane,N-Hexadecane,293.2,0.9,0.87,-0.10536051565782628
N-Hexane,N-Hexadecane,298.2,0.9,0.87,-0.10536051565782628
N-Hexane,N-Hexadecane,298.2,0.9,0.87,-0.10536051565782628
N-Hexane,N-Hexadecane,298.2,0.9,0.87,-0.10536051565782628
N-Hexane,N-Hexadecane,298.2,0.9,0.87,-0.10536051565782628
N-Hexane,N-Hexadecane,303.2,0.9,0.87,-0.10536051565782628
N-Hexane,N-Hexadecane,308.2,0.9,0.86,-0.10536051565782628
N-Hexane,N-Hexadecane,313.2,0.9,0.86,-0.10536051565782628
N-Hexane,N-Hexadecane,323.2,0.9,0.86,-0.10536051565782628
N-Hexane,N-Hexadecane,333.2,0.91,0.86,-0.09431067947124129
N-Hexane,N-Hexadecane,333.2,0.9,0.86,-0.10536051565782628
N-Hexane,N-Hexadecane,393.2,0.88,0.85,-0.12783337150988489
N-Hexane,N-Hexadecane,453.2,0.86,0.84,-0.15082288973458366
N-Hexane,N-Hexane,298.2,1.02,1.0,0.01980262729617973
N-Hexane,Nitrobenzene,293.2,8.2,7.87,2.1041341542702074
N-Hexane,Nitrobenzene,298.2,8.17,7.44,2.1004689088719113
N-Hexane,Nitrobenzene,298.2,7.0,7.44,1.9459101490553132
N-Hexane,Nitrobenzene,298.2,8.24,7.44,2.1090003439213802
N-Hexane,Nitrobenzene,333.2,5.1,5.34,1.62924053973028
N-Hexane,Nitrobenzene,373.2,3.7,4.03,1.308332819650179
N-Hexane,Nitroethane,293.2,11.4,13.17,2.4336133554004498
N-Hexane,Nitromethane,293.2,58.0,47.26,4.060443010546419
N-Hexane,Nitromethane,298.2,50.32,41.62,3.918402612392185
N-Hexane,Nitromethane,298.2,48.0,41.62,3.871201010907891
N-Hexane,Nitromethane,333.2,22.0,19.76,3.091042453358316
N-Hexane,Nitromethane,373.2,12.0,10.62,2.4849066497880004
N-Hexane,N-Methyl-2-Pyrrolidone,298.2,13.13,14.33,2.574899688314705
N-Hexane,N-Methyl-2-Pyrrolidone,323.4,13.5,10.51,2.6026896854443837
N-Hexane,N-Methyl-2-Pyrrolidone,333.2,12.7,9.47,2.5416019934645457
N-Hexane,N-Methyl-2-Pyrrolidone,343.4,11.6,8.57,2.451005098112319
N-Hexane,N-Methylacetamide,303.0,15.24,16.03,2.7239235502585
N-Hexane,N-Methylacetamide,318.4,13.89,14.26,2.6311691567662523
N-Hexane,N-Methylacetamide,333.8,12.73,12.62,2.543961412569315
N-Hexane,N-Methylformamide,298.2,37.14,42.46,3.61469455592456
N-Hexane,N-Methylformamide,303.2,41.39,39.97,3.7230393057606412
N-Hexane,N-Methylformamide,313.2,38.46,35.34,3.6496187401606335
N-Hexane,N-Methylformamide,323.2,36.06,31.22,3.585184217775171
N-Hexane,N-Methylformamide,333.2,33.94,27.6,3.52459425980608
N-Hexane,N-Nonane,298.2,1.01,0.99,0.009950330853168092
N-Hexane,N-Nonane,313.2,0.76,0.98,-0.2744368457017603
N-Hexane,N-Nonane,323.2,0.8,0.98,-0.2231435513142097
N-Hexane,N-Nonane,333.2,0.98,0.98,-0.020202707317519466
N-Hexane,N-Nonane,333.2,0.85,0.98,-0.16251892949777494
N-Hexane,N-Octane,298.2,1.03,0.99,0.02955880224154443
N-Hexane,N-Octane,333.2,0.99,0.99,-0.01005033585350145
N-Hexane,N-Pentane,298.2,1.12,1.01,0.11332868530700327
N-Hexane,Phenol,298.2,17.5,15.62,2.8622008809294686
N-Hexane,Phenol,323.2,13.0,13.45,2.5649493574615367
N-Hexane,Phenol,328.2,14.37,13.01,2.6651427000909336
N-Hexane,Phenol,333.2,12.0,12.57,2.4849066497880004
N-Hexane,Phenol,343.2,12.85,11.72,2.553343811341229
N-Hexane,Phenol,358.2,12.1,10.52,2.4932054526026954
N-Hexane,Phenol,373.2,8.7,9.43,2.163323025660538
N-Hexane,Phenol,373.2,11.7,9.43,2.4595888418037104
N-Hexane,Propionitrile,293.2,11.0,12.78,2.3978952727983707
N-Hexane,Propionitrile,298.2,10.94,11.83,2.392425796993835
N-Hexane,Propionitrile,298.2,10.2,11.83,2.322387720290225
N-Hexane,Propionitrile,313.2,13.8,9.58,2.624668592163159
N-Hexane,Propionitrile,333.2,7.4,7.54,2.0014800002101243
N-Hexane,Propionitrile,373.2,5.5,5.17,1.7047480922384253
N-Hexane,P-Xylene,293.2,1.44,1.5,0.36464311358790924
N-Hexane,P-Xylene,298.2,1.51,1.48,0.412109650826833
N-Hexane,P-Xylene,313.2,1.47,1.44,0.3852624007906449
N-Hexane,P-Xylene,313.2,1.25,1.44,0.22314355131420976
N-Hexane,P-Xylene,323.2,1.2,1.41,0.1823215567939546
N-Hexane,P-Xylene,333.2,1.14,1.39,0.131028262406404
N-Hexane,Pyridine,298.2,7.87,6.22,2.063058062429312
N-Hexane,Pyridine,298.2,6.52,6.22,1.8748743759385615
N-Hexane,Pyridine,298.2,6.2,6.22,1.824549292051046
N-Hexane,Pyridine,303.2,7.48,5.93,2.012232791986386
N-Hexane,Pyridine,313.2,6.77,5.4,1.9125010869241836
N-Hexane,Pyridine,323.2,6.22,4.95,1.827769906751088
N-Hexane,Pyridine,328.2,5.96,4.74,1.7850704810772584
N-Hexane,Pyridine,333.2,4.8,4.56,1.5686159179138452
N-Hexane,Pyridine,373.2,3.8,3.46,1.33500106673234
N-Hexane,Quinoline,293.2,8.51,7.91,2.1412419425852827
N-Hexane,Quinoline,298.2,6.5,7.52,1.8718021769015913
N-Hexane,Squalane,298.2,0.65,0.56,-0.4307829160924542
N-Hexane,Sulfolane,303.8,46.99,50.72,3.849934813114724
N-Hexane,Sulfolane,317.9,41.08,37.53,3.7155213850603572
N-Hexane,Sulfolane,332.8,35.98,28.34,3.582963228522387
N-Hexane,Tetraethylene Glycol DME,303.2,4.05,4.18,1.3987168811184478
N-Hexane,Tetraethylene Glycol DME,323.2,3.59,3.64,1.2781522025001875
N-Hexane,Tetraethylene Glycol DME,343.2,3.2,3.24,1.1631508098056809
N-Hexane,Tetrahydrofuran,298.2,2.19,2.15,0.7839015438284094
N-Hexane,Tetrahydrofuran,313.2,1.95,2.01,0.6678293725756554
N-Hexane,Tetrahydrofuran,333.2,1.82,1.86,0.598836501088704
N-Hexane,Toluene,293.2,1.8,1.88,0.5877866649021191
N-Hexane,Toluene,293.2,1.87,1.88,0.6259384308664954
N-Hexane,Toluene,293.2,2.1,1.88,0.7419373447293773
N-Hexane,Toluene,293.2,1.74,1.88,0.5538851132264376
N-Hexane,Toluene,298.2,1.74,1.84,0.5538851132264376
N-Hexane,Toluene,303.2,1.77,1.81,0.5709795465857378
N-Hexane,Toluene,303.2,1.85,1.81,0.6151856390902335
N-Hexane,Toluene,313.2,1.93,1.75,0.6575200029167941
N-Hexane,Toluene,313.2,1.62,1.75,0.4824261492442928
N-Hexane,Tributyl Phosphate,298.6,1.92,1.93,0.6523251860396901
N-Hexane,Tributyl Phosphate,302.9,1.99,1.89,0.688134638736401
N-Hexane,Tributyl Phosphate,308.6,1.88,1.84,0.6312717768418578
N-Hexane,Tributyl Phosphate,313.1,1.8,1.8,0.5877866649021191
N-Hexane,Tributyl Phosphate,323.7,1.72,1.72,0.5423242908253617
N-Hexane,Tributyl Phosphate,330.0,1.65,1.67,0.5007752879124892
N-Hexane,Triethylamine,298.2,1.07,1.06,0.06765864847381486
N-Hexane,Triethylamine,323.5,1.06,1.05,0.058268908123975824
N-Hexane,Triethylamine,348.7,1.06,1.05,0.058268908123975824
N-Hexane,Triethylamine,359.3,1.06,1.05,0.058268908123975824
Nitroethane,"1,2-Dichloroethane",318.5,1.49,1.23,0.3987761199573678
Nitroethane,"1,2-Dichloroethane",337.2,1.41,1.21,0.34358970439007686
Nitroethane,"1,2-Dichloroethane",354.2,1.39,1.2,0.3293037471426003
Nitroethane,1-Octanol,298.2,7.45,7.36,2.0082140323914683
Nitroethane,"2,2,4-Trimethylpentane",293.2,18.9,19.32,2.9391619220655967
Nitroethane,heptane,293.2,19.8,19.96,2.9856819377004897
Nitroethane,N-Hexadecane,298.2,14.44,14.82,2.67000213346468
Nitroethane,N-Hexane,298.1,20.7,18.6,3.0301337002713233
Nitroethane,N-Hexane,316.1,13.2,13.65,2.580216829592325
Nitroethane,N-Hexane,332.0,12.3,10.79,2.509599262378372
Nitroethane,N-Hexane,339.4,10.0,9.78,2.302585092994046
Nitroethane,N-Octane,293.2,19.1,19.48,2.9496883350525844
Nitroethane,Toluene,342.7,2.35,2.38,0.8544153281560676
Nitroethane,Toluene,381.0,2.1,2.05,0.7419373447293773
Nitromethane,"1,1-Dichloroethane",298.2,1.72,2.13,0.5423242908253617
Nitromethane,"1,2-Dichloroethane",318.5,1.86,1.91,0.62057648772511
Nitromethane,"1,2-Dichloroethane",343.9,1.73,1.77,0.5481214085096876
Nitromethane,"1,2-Dichloroethane",355.3,1.63,1.72,0.4885800148186709
Nitromethane,"1,4-Dioxane",298.2,1.16,1.33,0.14842000511827322
Nitromethane,1-Butanol,293.2,9.1,8.86,2.2082744135228043
Nitromethane,1-Chlorobutane,293.2,5.4,6.81,1.6863989535702288
Nitromethane,1-Octanol,293.2,10.4,10.95,2.341805806147327
Nitromethane,1-Octanol,298.2,9.79,10.19,2.281361456542419
Nitromethane,1-Octanol,298.2,8.58,10.19,2.149433913499871
Nitromethane,1-Octanol,298.2,9.61,10.19,2.262804222982201
Nitromethane,1-Phenyl-1-Butanone,298.1,1.92,2.35,0.6523251860396901
Nitromethane,1-Propanol,298.2,8.48,10.44,2.1377104498038118
Nitromethane,"2,2,4-Trimethylpentane",293.2,38.5,38.2,3.6506582412937387
Nitromethane,"2,2,4-Trimethylpentane",298.2,32.55,33.83,3.482777368654578
Nitromethane,"2,6-Dimethylpyridine",298.2,1.73,1.8,0.5481214085096876
Nitromethane,2-Methyl-2-Propanol,298.2,8.81,6.08,2.175887439948088
Nitromethane,Acetic Acid,298.2,2.5,5.33,0.9162907318741551
Nitromethane,Acetone,298.2,0.91,0.81,-0.09431067947124129
Nitromethane,Acetone,298.2,0.88,0.81,-0.12783337150988489
Nitromethane,Acetone,298.3,1.1,0.81,0.09531017980432493
Nitromethane,Acetone,348.2,0.91,0.88,-0.09431067947124129
Nitromethane,Acetonitrile,298.2,0.97,0.99,-0.030459207484708574
Nitromethane,Acetonitrile,348.2,0.96,0.99,-0.040821994520255166
Nitromethane,Acetonitrile,398.2,0.97,0.99,-0.030459207484708574
Nitromethane,Acetophenone,298.2,1.21,1.51,0.1906203596086497
Nitromethane,Aniline,298.2,1.14,1.35,0.131028262406404
Nitromethane,Anisole,298.2,1.99,2.18,0.688134638736401
Nitromethane,Benzene,318.2,3.48,3.65,1.247032293786383
Nitromethane,Benzonitrile,298.2,1.21,1.02,0.1906203596086497
Nitromethane,Benzyl Alcohol,298.2,2.57,3.0,0.9439058989071284
Nitromethane,Bromobenzene,298.2,4.4,3.69,1.4816045409242156
Nitromethane,Bromoethane,298.2,3.78,4.13,1.3297240096314962
Nitromethane,Butyl Ether,298.2,7.56,9.16,2.0228711901914416
Nitromethane,Butyronitrile,298.2,1.12,0.97,0.11332868530700327
Nitromethane,Carbon Disulfide,298.2,38.09,48.98,3.6399517804905126
Nitromethane,Carbon Disulfide,298.3,41.3,48.88,3.720862499966987
Nitromethane,Carbon Disulfide,308.4,34.5,39.56,3.5409593240373143
Nitromethane,Carbon Disulfide,318.7,30.6,32.49,3.4210000089583352
Nitromethane,Carbon Tetrachloride,293.2,15.2,17.67,2.7212954278522306
Nitromethane,Carbon Tetrachloride,298.2,15.05,16.19,2.711377991194885
Nitromethane,Carbon Tetrachloride,314.9,11.7,12.43,2.4595888418037104
Nitromethane,Carbon Tetrachloride,328.3,10.7,10.33,2.3702437414678603
Nitromethane,Carbon Tetrachloride,340.2,9.1,8.91,2.2082744135228043
Nitromethane,Carbon Tetrachloride,349.1,8.4,8.05,2.128231705849268
Nitromethane,Chlorobenzene,298.2,3.97,3.83,1.3787660946990992
Nitromethane,Chloroform,298.2,2.58,2.73,0.9477893989335261
Nitromethane,Chloroform,319.8,2.9,2.46,1.0647107369924282
Nitromethane,Chloroform,331.9,2.6,2.34,0.9555114450274363
Nitromethane,Cyclohexane,298.2,44.9,46.5,3.8044377947482086
Nitromethane,Cyclohexanone,298.2,0.95,1.16,-0.05129329438755058
Nitromethane,Dichloromethane,298.1,2.16,1.95,0.7701082216960737
Nitromethane,Dichloromethane,298.2,1.9,1.95,0.6418538861723947
Nitromethane,Dichloromethane,348.0,1.78,1.71,0.5766133643039938
Nitromethane,Dichloromethane,398.1,1.73,1.55,0.5481214085096876
Nitromethane,Diethyl Ether,298.2,3.93,5.08,1.3686394258811698
Nitromethane,Diiodomethane,298.2,11.22,11.33,2.4176979000945504
Nitromethane,Diisopropyl Ether,298.2,5.57,7.8,1.7173950539391927
Nitromethane,Dimethyl Sulfoxide,298.2,0.57,0.39,-0.5621189181535413
Nitromethane,Ethanol,298.2,6.82,7.13,1.9198594718553708
Nitromethane,Ethanol,298.2,7.77,7.13,2.050270164379556
Nitromethane,Ethanol,348.2,4.67,5.2,1.541159071680806
Nitromethane,Ethanol,398.2,2.97,3.98,1.0885619528146082
Nitromethane,Ethyl Acetate,298.2,1.26,1.55,0.23111172096338664
Nitromethane,Ethyl Acetate,298.2,1.2,1.55,0.1823215567939546
Nitromethane,Ethyl Acetate,311.7,1.62,1.51,0.4824261492442928
Nitromethane,Ethyl Acetate,328.4,1.29,1.47,0.25464221837358075
Nitromethane,Ethyl Acetate,330.5,1.47,1.46,0.3852624007906449
Nitromethane,Ethyl Acetate,347.3,1.42,1.42,0.35065687161316933
Nitromethane,Ethyl Acetate,348.2,1.21,1.42,0.1906203596086497
Nitromethane,Ethyl Acetate,398.2,1.23,1.32,0.20701416938432612
Nitromethane,Isopropanol,298.2,9.38,8.0,2.238579763018133
Nitromethane,M-Cresol,298.2,2.03,1.67,0.7080357930536959
Nitromethane,Methanol,298.2,5.59,6.06,1.7209792871670078
Nitromethane,Methanol,298.2,5.68,6.06,1.7369512327330598
Nitromethane,Methanol,308.7,5.05,5.78,1.6193882432872684
Nitromethane,Methanol,318.5,4.7,5.52,1.547562508716013
Nitromethane,Methanol,328.5,4.24,5.27,1.4445632692438664
Nitromethane,Methanol,337.0,3.83,5.06,1.3428648031925547
Nitromethane,Methanol,348.2,4.14,4.79,1.4206957878372228
Nitromethane,Methanol,388.2,3.29,3.97,1.1908875647772805
Nitromethane,Methyl Ethyl Ketone,314.7,1.25,1.11,0.22314355131420976
Nitromethane,Methyl Ethyl Ketone,333.3,1.23,1.11,0.20701416938432612
Nitromethane,Methyl Ethyl Ketone,350.2,1.2,1.11,0.1823215567939546
Nitromethane,Methylcyclohexane,343.2,22.6,17.03,3.1179499062782403
Nitromethane,Methylcyclohexane,353.2,19.1,14.6,2.9496883350525844
Nitromethane,"N,N-Dimethylformamide",298.2,0.56,0.77,-0.579818495252942
Nitromethane,N-Decane,298.2,30.81,35.67,3.4278393126085764
Nitromethane,heptane,293.2,41.0,41.68,3.713572066704308
Nitromethane,N-Hexadecane,298.2,26.94,33.05,3.293612170982218
Nitromethane,N-Hexadecane,298.2,22.91,33.05,3.1315734964654043
Nitromethane,N-Hexane,298.2,39.73,37.09,3.6821065698265074
Nitromethane,N-Hexane,322.9,23.9,22.01,3.173878458937465
Nitromethane,N-Hexane,332.3,19.9,18.57,2.990719731730447
Nitromethane,N-Hexane,340.9,17.8,16.08,2.8791984572980396
Nitromethane,Nitrobenzene,298.2,1.4,1.38,0.3364722366212129
Nitromethane,N-Octane,293.2,39.5,41.26,3.676300671907076
Nitromethane,N-Octane,313.2,24.6,26.1,3.202746442938317
Nitromethane,N-Octane,333.2,21.4,17.82,3.0633909220278057
Nitromethane,N-Pentane,298.2,46.76,37.11,3.8450281366038674
Nitromethane,P-Xylene,298.2,4.16,6.16,1.425515074273172
Nitromethane,Pyridine,298.2,1.27,1.43,0.23901690047049992
Nitromethane,Tetrahydrofuran,298.2,1.33,2.13,0.28517894223366247
Nitromethane,Toluene,293.2,4.41,5.62,1.4838746894587547
Nitromethane,Toluene,298.2,3.81,5.34,1.3376291891386096
Nitromethane,Toluene,343.2,3.92,3.65,1.366091653802371
Nitromethane,Toluene,353.2,3.69,3.41,1.3056264580524357
Nitromethane,Triethylamine,298.2,10.63,10.83,2.363680192353857
Nitromethane,Triethylamine,348.7,6.7,5.92,1.9021075263969205
N-Methyl-2-Pyrrolidone,Benzene,333.3,0.83,1.4,-0.18632957819149348
N-Methyl-2-Pyrrolidone,Benzene,354.2,0.88,1.38,-0.12783337150988489
N-Methyl-2-Pyrrolidone,Chloroform,323.2,0.05,0.05,-2.995732273553991
N-Methyl-2-Pyrrolidone,Chloroform,373.2,0.16,0.12,-1.8325814637483102
N-Methyl-2-Pyrrolidone,Cyclohexane,333.3,17.79,15.93,2.8786365016777435
N-Methyl-2-Pyrrolidone,Cyclohexane,354.2,12.9,11.96,2.5572273113676265
N-Methyl-2-Pyrrolidone,N-Decane,313.2,15.1,21.91,2.714694743820879
N-Methyl-2-Pyrrolidone,N-Decane,333.2,12.6,15.68,2.533696813957432
N-Methyl-2-Pyrrolidone,N-Hexane,333.3,23.34,19.68,3.15016862685841
N-Methyl-2-Pyrrolidone,N-Nonane,313.2,16.7,22.82,2.8154087194227095
N-Methyl-2-Pyrrolidone,N-Nonane,333.2,13.7,16.33,2.617395832834079
N-Methyl-2-Pyrrolidone,N-Octane,313.2,17.8,24.17,2.8791984572980396
N-Methyl-2-Pyrrolidone,N-Octane,333.2,14.4,17.26,2.667228206581955
N-Methyl-2-Pyrrolidone,P-Xylene,373.2,2.78,2.29,1.0224509277025455
N-Methyl-2-Pyrrolidone,P-Xylene,473.2,1.99,1.75,0.688134638736401
N-Methyl-2-Pyrrolidone,Toluene,363.3,2.32,1.71,0.8415671856782185
N-Methyl-2-Pyrrolidone,Toluene,383.4,2.47,1.65,0.9042181506398859
N-Methylacetamide,Aniline,413.5,1.26,0.95,0.23111172096338664
N-Methylacetamide,Ethanol,313.2,0.82,0.69,-0.19845093872383832
N-Methylacetamide,Methanol,398.6,0.7,0.46,-0.35667494393873245
N-Methylacetamide,Phenol,413.5,0.06,0.09,-2.8134107167600364
N-Methylacetamide,Pyridine,398.6,2.12,1.36,0.7514160886839212
N-Methylformamide,Ethanol,303.2,1.46,1.49,0.37843643572024505
N-Methylformamide,Ethanol,313.2,1.43,1.45,0.3576744442718159
N-Methylformamide,Methanol,303.2,1.18,0.88,0.16551443847757333
N-Methylformamide,Methanol,313.2,1.14,0.88,0.131028262406404
N-Nonane,"1,2-Dichloroethane",298.2,7.16,5.73,1.9685099809725544
N-Nonane,"1,4-Dioxane",298.2,10.42,6.44,2.343727036325221
N-Nonane,1-Butanol,298.2,8.19,8.32,2.102913897864978
N-Nonane,1-Hexene,298.2,1.15,0.95,0.13976194237515863
N-Nonane,1-Octanol,298.2,3.78,4.21,1.3297240096314962
N-Nonane,1-Octene,298.2,1.19,1.01,0.17395330712343798
N-Nonane,1-Pentanol,353.2,4.45,4.96,1.4929040961781488
N-Nonane,1-Pentanol,373.2,4.47,4.44,1.4973884086254774
N-Nonane,1-Propanol,298.2,11.83,10.92,2.4706386779902956
N-Nonane,"2,2,4-Trimethylpentane",298.2,1.16,1.18,0.14842000511827322
N-Nonane,2-Heptanone,298.2,3.09,2.99,1.128171090909654
N-Nonane,2-Pentanone,298.2,4.29,4.3,1.4562867329399256
N-Nonane,Acetic Acid,298.2,37.62,32.16,3.627535823872884
N-Nonane,Acetone,298.2,12.86,11.58,2.554121718809473
N-Nonane,Acetonitrile,298.2,78.75,77.67,4.366278277705742
N-Nonane,Acetophenone,298.2,9.75,9.7,2.277267285009756
N-Nonane,Anisole,298.2,4.88,4.75,1.5851452198650557
N-Nonane,Benzene,298.2,2.37,2.06,0.8628899551470398
N-Nonane,Benzonitrile,298.2,9.63,11.19,2.2648832258100344
N-Nonane,Benzyl Alcohol,298.2,26.51,24.76,3.277522020300934
