Tc_solute,Pc_solute,Vc_solute,omega_solute,dipole_solute,MW_solute,Tc_solvent,Pc_solvent,Vc_solvent,omega_solvent,dipole_solvent,MW_solvent,T_K,ln_IDAC_exp
553.6,4080500,0.000310174,0.2096,0.61,84.15948,700,3010000,0.00047,0.48,0,150.1745,333.2,0.732367894
553.6,4080500,0.000310174,0.2096,0.61,84.15948,700,3010000,0.00047,0.48,0,150.1745,343.2,0.698134722
553.6,4080500,0.000310174,0.2096,0.61,84.15948,782,3150000,0.000352,0.603,0,94.11454,303.2,3.577947893
553.6,4080500,0.000310174,0.2096,0.61,84.15948,782,3150000,0.000352,0.603,0,94.11454,313.2,3.453157121
553.6,4080500,0.000310174,0.2096,0.61,84.15948,782,3150000,0.000352,0.603,0,94.11454,323.2,3.363841595
553.6,4080500,0.000310174,0.2096,0.61,84.15948,782,3150000,0.000352,0.603,0,94.11454,333.2,3.27336401
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,298.2,1.786746927
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,308.2,1.722766598
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,313.2,1.786746927
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,313.2,1.638996715
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,320.9,1.623340818
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,323.2,1.642872689
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,331.7,1.556037136
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,333.2,1.593308531
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,333.2,1.677096561
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,343.3,1.553925203
553.6,4080500,0.000310174,0.2096,0.61,84.15948,508.3,4764000,0.000222,0.665,1.58,60.09502,354.9,1.515127233
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,298.2,3.115735066
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,307.4,3.0194488
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,308.2,2.939161922
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,317.2,2.969388298
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,318.2,2.856470206
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,327.5,2.865623588
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,333.2,2.809402695
553.6,4080500,0.000310174,0.2096,0.61,84.15948,513.38,8215850,0.000113828,0.5625,1.7,32.04186,337.3,2.782539053
553.6,4080500,0.000310174,0.2096,0.61,84.15948,506.5,4750000,0.000228,0.32,1.72,74.07854,298.2,1.663926098
553.6,4080500,0.000310174,0.2096,0.61,84.15948,536.7,4207000,0.000267,0.329,2.78,72.10572,298.2,1.32972401
553.6,4080500,0.000310174,0.2096,0.61,84.15948,536.7,4207000,0.000267,0.329,2.78,72.10572,323.2,1.150572028
553.6,4080500,0.000310174,0.2096,0.61,84.15948,574.6,3270000,0.000378,0.4,2.8,100.15888,293.2,0.698134722
553.6,4080500,0.000310174,0.2096,0.61,84.15948,497.1,3430000,0.000335,0.267,0,88.14818,313.2,0.19062036
553.6,4080500,0.000310174,0.2096,0.61,84.15948,497.1,3430000,0.000335,0.267,0,88.14818,333.2,0.067658648
553.6,4080500,0.000310174,0.2096,0.61,84.15948,634.89771,2475186.3,0.0005745,0.64936052,0,157.25326,302.8,0.75612198
553.6,4080500,0.000310174,0.2096,0.61,84.15948,634.89771,2475186.3,0.0005745,0.64936052,0,157.25326,318.3,0.678033543
553.6,4080500,0.000310174,0.2096,0.61,84.15948,634.89771,2475186.3,0.0005745,0.64936052,0,157.25326,332.4,0.636576829
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,303.2,1.319085611
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,313.2,1.261297871
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,323.2,1.202972304
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,333.2,1.150572028
553.6,4080500,0.000310174,0.2096,0.61,84.15948,643,4499843,0.000285,0.377,0,87.12036,303.6,1.877937165
553.6,4080500,0.000310174,0.2096,0.61,84.15948,643,4499843,0.000285,0.377,0,87.12036,317.6,1.824549292
553.6,4080500,0.000310174,0.2096,0.61,84.15948,643,4499843,0.000285,0.377,0,87.12036,333.4,1.774952351
553.6,4080500,0.000310174,0.2096,0.61,84.15948,649.6,4400000,0.000262,0.389,3.82,73.09378,283.2,2.747270914
553.6,4080500,0.000310174,0.2096,0.61,84.15948,649.6,4400000,0.000262,0.389,3.82,73.09378,293.2,2.57261223
553.6,4080500,0.000310174,0.2096,0.61,84.15948,617.7,2103000,0.000609756,0.4884,0,142.286,298.2,-0.051293294
553.6,4080500,0.000310174,0.2096,0.61,84.15948,658.1,1817000,0.00075188,0.574,0,170.34,298.2,-0.061875404
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,303.2,1.835776355
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,313.2,1.811562097
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,323.2,1.795087259
553.6,4080500,0.000310174,0.2096,0.61,84.15948,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,333.2,1.773255998
553.6,4080500,0.000310174,0.2096,0.61,84.15948,779,5080000,0.000326,0.393,0,115.13046,313.3,2.815408719
553.6,4080500,0.000310174,0.2096,0.61,84.15948,779,5080000,0.000326,0.393,0,115.13046,332.7,2.602689685
553.6,4080500,0.000310174,0.2096,0.61,84.15948,779,5080000,0.000326,0.393,0,115.13046,352.5,2.459588842
553.6,4080500,0.000310174,0.2096,0.61,84.15948,779,5080000,0.000326,0.393,0,115.13046,373.4,2.302585093
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.2,2735730,0.000429185,0.349,0,100.205,293.2,-0.010050336
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.2,2735730,0.000429185,0.349,0,100.205,298.2,0.09531018
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,293.2,-0.198450939
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,298.1,-0.235722334
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,298.2,-0.210721031
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,298.2,-0.223143551
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,298.2,-0.198450939
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,298.2,-0.235722334
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,303.2,-0.210721031
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,313.2,-0.223143551
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,313.2,-0.274436846
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,323.2,-0.235722334
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,323.2,-0.274436846
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,333.2,-0.248461359
553.6,4080500,0.000310174,0.2096,0.61,84.15948,722.1,1479850,0.001,0.749,0,226.448,333.2,-0.301105093
553.6,4080500,0.000310174,0.2096,0.61,84.15948,507.82,3044100,0.000369549,0.3,0,86.178,298.2,0.131028262
553.6,4080500,0.000310174,0.2096,0.61,84.15948,507.82,3044100,0.000369549,0.3,0,86.178,301,0.086177696
553.6,4080500,0.000310174,0.2096,0.61,84.15948,507.82,3044100,0.000369549,0.3,0,86.178,315.3,0.086177696
553.6,4080500,0.000310174,0.2096,0.61,84.15948,507.82,3044100,0.000369549,0.3,0,86.178,332,0.067658648
553.6,4080500,0.000310174,0.2096,0.61,84.15948,507.82,3044100,0.000369549,0.3,0,86.178,340.3,0.058268908
553.6,4080500,0.000310174,0.2096,0.61,84.15948,507.82,3044100,0.000369549,0.3,0,86.178,341,0.048790164
553.6,4080500,0.000310174,0.2096,0.61,84.15948,712,3495713,0.00034,0.394,4.22,123.1094,293.2,1.756132292
553.6,4080500,0.000310174,0.2096,0.61,84.15948,712,3495713,0.00034,0.394,4.22,123.1094,298.2,1.811562097
553.6,4080500,0.000310174,0.2096,0.61,84.15948,595,4850002,0.000228,0.3156,3.65,75.0666,293.2,2.262804223
553.6,4080500,0.000310174,0.2096,0.61,84.15948,588,6100000,0.000173,0.346,3.46,61.04002,293.2,3.605497845
553.6,4080500,0.000310174,0.2096,0.61,84.15948,588,6100000,0.000173,0.346,3.46,61.04002,298.2,3.602231647
553.6,4080500,0.000310174,0.2096,0.61,84.15948,721.8,4520000,0.000311,0.3577,0,99.13106,298.2,2.117459609
553.6,4080500,0.000310174,0.2096,0.61,84.15948,721.8,4520000,0.000311,0.3577,0,99.13106,323.4,2.101692151
553.6,4080500,0.000310174,0.2096,0.61,84.15948,721.8,4520000,0.000311,0.3577,0,99.13106,333.2,2.036011984
553.6,4080500,0.000310174,0.2096,0.61,84.15948,721.8,4520000,0.000311,0.3577,0,99.13106,333.3,1.465567542
553.6,4080500,0.000310174,0.2096,0.61,84.15948,721.8,4520000,0.000311,0.3577,0,99.13106,343.4,1.993338843
553.6,4080500,0.000310174,0.2096,0.61,84.15948,721.8,4520000,0.000311,0.3577,0,99.13106,354.2,1.345472367
553.6,4080500,0.000310174,0.2096,0.61,84.15948,707.4,5090000,0.00024,0.4651,0,73.09378,318.4,2.231089091
553.6,4080500,0.000310174,0.2096,0.61,84.15948,707.4,5090000,0.00024,0.4651,0,73.09378,333.2,2.179286877
553.6,4080500,0.000310174,0.2096,0.61,84.15948,725,7500076,0.00018,0.492,0,59.0672,298.2,3.149311361
553.6,4080500,0.000310174,0.2096,0.61,84.15948,725,7500076,0.00018,0.492,0,59.0672,303.2,3.173041289
553.6,4080500,0.000310174,0.2096,0.61,84.15948,725,7500076,0.00018,0.492,0,59.0672,313.2,3.113959655
553.6,4080500,0.000310174,0.2096,0.61,84.15948,725,7500076,0.00018,0.492,0,59.0672,323.2,3.055415276
553.6,4080500,0.000310174,0.2096,0.61,84.15948,725,7500076,0.00018,0.492,0,59.0672,333.2,2.998229154
553.6,4080500,0.000310174,0.2096,0.61,84.15948,594.55,2281000,0.000552486,0.4433,0,128.259,298.2,-0.010050336
553.6,4080500,0.000310174,0.2096,0.61,84.15948,568.74,2483590,0.000492368,0.398,0,114.232,298.2,0.048790164
553.6,4080500,0.000310174,0.2096,0.61,84.15948,469.7,3367500,0.000311526,0.251,0,72.151,298.2,0.262364264
553.6,4080500,0.000310174,0.2096,0.61,84.15948,694.2,5930000,0.000283,0.44,1.22,94.11124,323.2,1.974081026
553.6,4080500,0.000310174,0.2096,0.61,84.15948,694.2,5930000,0.000283,0.44,1.22,94.11124,328.2,2.13771045
553.6,4080500,0.000310174,0.2096,0.61,84.15948,694.2,5930000,0.000283,0.44,1.22,94.11124,343.2,2.026831591
553.6,4080500,0.000310174,0.2096,0.61,84.15948,694.2,5930000,0.000283,0.44,1.22,94.11124,358.2,1.960094784
553.6,4080500,0.000310174,0.2096,0.61,84.15948,694.2,5930000,0.000283,0.44,1.22,94.11124,373.2,1.941615225
553.6,4080500,0.000310174,0.2096,0.61,84.15948,561.3,4260000,0.000246,0.318,4.02,55.0785,293.2,2.128231706
553.6,4080500,0.000310174,0.2096,0.61,84.15948,561.3,4260000,0.000246,0.318,4.02,55.0785,298.2,2.206074193
553.6,4080500,0.000310174,0.2096,0.61,84.15948,561.3,4260000,0.000246,0.318,4.02,55.0785,336.7,1.791759469
553.6,4080500,0.000310174,0.2096,0.61,84.15948,561.3,4260000,0.000246,0.318,4.02,55.0785,356.3,1.652497402
553.6,4080500,0.000310174,0.2096,0.61,84.15948,616.168,3531500,0.000371206,0.324,0,106.165,293.2,0.300104592
553.6,4080500,0.000310174,0.2096,0.61,84.15948,616.168,3531500,0.000371206,0.324,0,106.165,298.2,0.350656872
553.6,4080500,0.000310174,0.2096,0.61,84.15948,620,5650000,0.000247,0.24,2.19,79.0999,293.2,1.499623046
553.6,4080500,0.000310174,0.2096,0.61,84.15948,620,5650000,0.000247,0.24,2.19,79.0999,298.2,1.451613827
553.6,4080500,0.000310174,0.2096,0.61,84.15948,620,5650000,0.000247,0.24,2.19,79.0999,298.2,1.492904096
553.6,4080500,0.000310174,0.2096,0.61,84.15948,620,5650000,0.000247,0.24,2.19,79.0999,303.2,1.413423029
553.6,4080500,0.000310174,0.2096,0.61,84.15948,620,5650000,0.000247,0.24,2.19,79.0999,308.2,1.371180723
553.6,4080500,0.000310174,0.2096,0.61,84.15948,620,5650000,0.000247,0.24,2.19,79.0999,313.2,1.327075001
553.6,4080500,0.000310174,0.2096,0.61,84.15948,782,4750000,0.000382,0.2389,2.3,129.15858,293.2,1.736951233
553.6,4080500,0.000310174,0.2096,0.61,84.15948,782,4750000,0.000382,0.2389,2.3,129.15858,298.2,1.470175845
553.6,4080500,0.000310174,0.2096,0.61,84.15948,796,600000,0.00206,1.2135,0,422.81328,298.2,-0.634878272
553.6,4080500,0.000310174,0.2096,0.61,84.15948,855,5029773,0.0003365,0.3463,0,120.17012,303.6,3.335769576
553.6,4080500,0.000310174,0.2096,0.61,84.15948,855,5029773,0.0003365,0.3463,0,120.17012,317.9,3.054001182
553.6,4080500,0.000310174,0.2096,0.61,84.15948,855,5029773,0.0003365,0.3463,0,120.17012,333.2,2.776331709
553.6,4080500,0.000310174,0.2096,0.61,84.15948,705,1940000,0.000674,0.965,0,222.27868,304.6,1.011600912
553.6,4080500,0.000310174,0.2096,0.61,84.15948,705,1940000,0.000674,0.965,0,222.27868,323.2,0.91228271
553.6,4080500,0.000310174,0.2096,0.61,84.15948,705,1940000,0.000674,0.965,0,222.27868,343.2,0.797507196
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.5,5190000,0.000224,0.217,1.63,72.10572,298.2,0.760805829
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.5,5190000,0.000224,0.217,1.63,72.10572,298.2,0.625938431
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.5,5190000,0.000224,0.217,1.63,72.10572,313.2,0.565313809
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.5,5190000,0.000224,0.217,1.63,72.10572,327.7,0.524728529
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.5,5190000,0.000224,0.217,1.63,72.10572,333.2,0.500775288
553.6,4080500,0.000310174,0.2096,0.61,84.15948,540.5,5190000,0.000224,0.217,1.63,72.10572,337.3,0.463734016
553.6,4080500,0.000310174,0.2096,0.61,84.15948,591.75,4126300,0.000315557,0.2657,0.33,92.13842,293.2,0.463734016
553.6,4080500,0.000310174,0.2096,0.61,84.15948,591.75,4126300,0.000315557,0.2657,0.33,92.13842,298.2,0.444685821
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,298.2,0.444685821
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,298.6,0.412109651
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,302.9,0.392042088
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,308.6,0.378436436
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,313.1,0.371563556
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,318.2,0.3074847
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,323.7,0.292669614
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,330,0.246860078
553.6,4080500,0.000310174,0.2096,0.61,84.15948,716.7,1523000,0.000927,0.83474986,0,266.314142,333.2,0.173953307
553.6,4080500,0.000310174,0.2096,0.61,84.15948,535.6,3030000,0.000389,0.329,0.9,101.19,298.2,0.198850859
665,4600000,0.000354,0.1837,3.02,98.143,507.82,3044100,0.000369549,0.3,0,86.178,298,1.960094784
665,4600000,0.000354,0.1837,3.02,98.143,507.82,3044100,0.000369549,0.3,0,86.178,315.1,1.667706821
665,4600000,0.000354,0.1837,3.02,98.143,507.82,3044100,0.000369549,0.3,0,86.178,331.7,1.547562509
647.2,3560000,0.00041,0.2536,0,112.21264,707,4600000,0.000213,0.3319,3.96,78.13344,283.2,4.343805422
647.2,3560000,0.00041,0.2536,0,112.21264,649.6,4400000,0.000262,0.389,3.82,73.09378,283.2,3.246490992
647.2,3560000,0.00041,0.2536,0,112.21264,855,5029773,0.0003365,0.3463,0,120.17012,303.2,3.931825633
647.2,3560000,0.00041,0.2536,0,112.21264,855,5029773,0.0003365,0.3463,0,120.17012,313.2,3.77505715
511.72,4582800,0.000255102,0.202,0,70.1329,536.8,5169000,0.000218,0.624,1.55,60.09502,308.2,1.481604541
511.72,4582800,0.000255102,0.202,0,70.1329,799,6342935,0.00025,0.4434,0,85.10448,303.2,2.843745917
511.72,4582800,0.000255102,0.202,0,70.1329,799,6342935,0.00025,0.4434,0,85.10448,313.2,2.771963527
511.72,4582800,0.000255102,0.202,0,70.1329,799,6342935,0.00025,0.4434,0,85.10448,323.2,2.714694744
511.72,4582800,0.000255102,0.202,0,70.1329,799,6342935,0.00025,0.4434,0,85.10448,333.2,2.646883766
511.72,4582800,0.000255102,0.202,0,70.1329,508.1,4692400,0.000212766,0.3071,2.88,58.07914,308.2,1.492904096
511.72,4582800,0.000255102,0.202,0,70.1329,705,5630000,0.000291,0.382,1.53,93.12648,293.2,2.217027205
511.72,4582800,0.000255102,0.202,0,70.1329,715,4300000,0.000333,0.3872,1.7,108.13782,298.2,1.771556762
511.72,4582800,0.000255102,0.202,0,70.1329,514.71,6268000,0.000168634,0.646,1.44,46.06844,313.2,1.916922612
511.72,4582800,0.000255102,0.202,0,70.1329,523.3,3870000,0.000286,0.363,1.78,88.10512,303.2,1.004301609
511.72,4582800,0.000255102,0.202,0,70.1329,700,3010000,0.00047,0.48,0,150.1745,313.2,0.636576829
511.72,4582800,0.000255102,0.202,0,70.1329,700,3010000,0.00047,0.48,0,150.1745,323.2,0.620576488
511.72,4582800,0.000255102,0.202,0,70.1329,700,3010000,0.00047,0.48,0,150.1745,333.2,0.598836501
511.72,4582800,0.000255102,0.202,0,70.1329,700,3010000,0.00047,0.48,0,150.1745,343.2,0.58221562
511.72,4582800,0.000255102,0.202,0,70.1329,508.3,4764000,0.000222,0.665,1.58,60.09502,308.2,1.523880024
511.72,4582800,0.000255102,0.202,0,70.1329,513.38,8215850,0.000113828,0.5625,1.7,32.04186,288.2,2.785011242
511.72,4582800,0.000255102,0.202,0,70.1329,497.1,3430000,0.000335,0.267,0,88.14818,288.2,0.524728529
511.72,4582800,0.000255102,0.202,0,70.1329,497.1,3430000,0.000335,0.267,0,88.14818,313.2,0.148420005
511.72,4582800,0.000255102,0.202,0,70.1329,497.1,3430000,0.000335,0.267,0,88.14818,323.2,0.09531018
511.72,4582800,0.000255102,0.202,0,70.1329,779,5080000,0.000326,0.393,0,115.13046,313.3,2.459588842
511.72,4582800,0.000255102,0.202,0,70.1329,779,5080000,0.000326,0.393,0,115.13046,332.7,2.294552921
511.72,4582800,0.000255102,0.202,0,70.1329,779,5080000,0.000326,0.393,0,115.13046,352.5,2.170195905
511.72,4582800,0.000255102,0.202,0,70.1329,779,5080000,0.000326,0.393,0,115.13046,373.4,2.028148247
511.72,4582800,0.000255102,0.202,0,70.1329,722.1,1479850,0.001,0.749,0,226.448,293.1,-0.261364764
511.72,4582800,0.000255102,0.202,0,70.1329,722.1,1479850,0.001,0.749,0,226.448,298.1,-0.287682072
511.72,4582800,0.000255102,0.202,0,70.1329,722.1,1479850,0.001,0.749,0,226.448,303.1,-0.287682072
511.72,4582800,0.000255102,0.202,0,70.1329,721.8,4520000,0.000311,0.3577,0,99.13106,323.4,1.857859271
511.72,4582800,0.000255102,0.202,0,70.1329,721.8,4520000,0.000311,0.3577,0,99.13106,333.2,1.803358605
511.72,4582800,0.000255102,0.202,0,70.1329,721.8,4520000,0.000311,0.3577,0,99.13106,343.4,1.764730797
511.72,4582800,0.000255102,0.202,0,70.1329,782,4750000,0.000382,0.2389,2.3,129.15858,293.2,1.396244692
508,6350000,0.000177,0.2027,1.6,84.93258,561.6,5226120,0.000230947,0.268,2.94,98.95916,293.2,0.019802627
508,6350000,0.000177,0.2027,1.6,84.93258,561.6,5226120,0.000230947,0.268,2.94,98.95916,328.2,0.048790164
508,6350000,0.000177,0.2027,1.6,84.93258,588,5210000,0.000238,0.288,0,88.10512,303.2,-0.634878272
508,6350000,0.000177,0.2027,1.6,84.93258,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,298.2,-1.427116356
508,6350000,0.000177,0.2027,1.6,84.93258,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,308.2,-1.272965676
508,6350000,0.000177,0.2027,1.6,84.93258,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,318.2,-1.171182982
508,6350000,0.000177,0.2027,1.6,84.93258,563,4414000,0.000274,0.59,1.66,74.1216,293.2,0.620576488
508,6350000,0.000177,0.2027,1.6,84.93258,563,4414000,0.000274,0.59,1.66,74.1216,308.2,0.678033543
508,6350000,0.000177,0.2027,1.6,84.93258,563,4414000,0.000274,0.59,1.66,74.1216,318.2,0.662687973
508,6350000,0.000177,0.2027,1.6,84.93258,563,4414000,0.000274,0.59,1.66,74.1216,328.2,0.652325186
508,6350000,0.000177,0.2027,1.6,84.93258,539.2,4100000,0.000303,0.218,2.05,92.56726,293.2,0.019802627
508,6350000,0.000177,0.2027,1.6,84.93258,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,298.2,-1.30933332
508,6350000,0.000177,0.2027,1.6,84.93258,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,308.2,-1.203972804
508,6350000,0.000177,0.2027,1.6,84.93258,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,318.2,-1.078809661
508,6350000,0.000177,0.2027,1.6,84.93258,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,293.2,0.444685821
508,6350000,0.000177,0.2027,1.6,84.93258,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,298.2,0.451075619
508,6350000,0.000177,0.2027,1.6,84.93258,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,298.2,0.385262401
508,6350000,0.000177,0.2027,1.6,84.93258,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,298.2,0.451075619
508,6350000,0.000177,0.2027,1.6,84.93258,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,308.2,0.457424847
508,6350000,0.000177,0.2027,1.6,84.93258,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,323.2,0.371563556
508,6350000,0.000177,0.2027,1.6,84.93258,588.1,3897000,0.000326,0.58,1.700003598,88.14818,303.5,0.598836501
508,6350000,0.000177,0.2027,1.6,84.93258,588.1,3897000,0.000326,0.58,1.700003598,88.14818,308.2,0.737164066
508,6350000,0.000177,0.2027,1.6,84.93258,588.1,3897000,0.000326,0.58,1.700003598,88.14818,313.2,0.565313809
508,6350000,0.000177,0.2027,1.6,84.93258,588.1,3897000,0.000326,0.58,1.700003598,88.14818,318.2,0.609765572
508,6350000,0.000177,0.2027,1.6,84.93258,588.1,3897000,0.000326,0.58,1.700003598,88.14818,323.5,0.576613364
508,6350000,0.000177,0.2027,1.6,84.93258,588.1,3897000,0.000326,0.58,1.700003598,88.14818,328.2,0.587786665
508,6350000,0.000177,0.2027,1.6,84.93258,776.41085,3283316.3,0.000466735,0.18200091,0,148.20168,298.1,-0.430782916
508,6350000,0.000177,0.2027,1.6,84.93258,544,2572000,0.000471698,0.303,0,114.22852,293.2,0.75612198
508,6350000,0.000177,0.2027,1.6,84.93258,594,4450000,0.000288,0.384,3.73,89.09318,293.2,-0.094310679
508,6350000,0.000177,0.2027,1.6,84.93258,799,6342935,0.00025,0.4434,0,85.10448,303.2,-0.198450939
508,6350000,0.000177,0.2027,1.6,84.93258,799,6342935,0.00025,0.4434,0,85.10448,313.2,-0.15082289
508,6350000,0.000177,0.2027,1.6,84.93258,799,6342935,0.00025,0.4434,0,85.10448,323.2,-0.094310679
508,6350000,0.000177,0.2027,1.6,84.93258,799,6342935,0.00025,0.4434,0,85.10448,333.2,-0.051293294
508,6350000,0.000177,0.2027,1.6,84.93258,508.1,4692400,0.000212766,0.3071,2.88,58.07914,298.2,-0.494296322
508,6350000,0.000177,0.2027,1.6,84.93258,508.1,4692400,0.000212766,0.3071,2.88,58.07914,303.2,-0.544727175
508,6350000,0.000177,0.2027,1.6,84.93258,508.1,4692400,0.000212766,0.3071,2.88,58.07914,348.2,-0.342490309
508,6350000,0.000177,0.2027,1.6,84.93258,508.1,4692400,0.000212766,0.3071,2.88,58.07914,398.2,-0.235722334
508,6350000,0.000177,0.2027,1.6,84.93258,545.5,4850000,0.000171,0.321,3.92,41.05192,298.2,0.182321557
508,6350000,0.000177,0.2027,1.6,84.93258,545.5,4850000,0.000171,0.321,3.92,41.05192,348.2,0.223143551
508,6350000,0.000177,0.2027,1.6,84.93258,545.5,4850000,0.000171,0.321,3.92,41.05192,398.1,0.246860078
508,6350000,0.000177,0.2027,1.6,84.93258,709.6,4010000,0.000388,0.377,3.02,120.14852,293.2,-0.478035801
508,6350000,0.000177,0.2027,1.6,84.93258,705,5630000,0.000291,0.382,1.53,93.12648,293.2,0.343589704
508,6350000,0.000177,0.2027,1.6,84.93258,646.5,4240000,0.000341,0.3288,1.26,108.13782,293.2,-0.261364764
508,6350000,0.000177,0.2027,1.6,84.93258,562.02,4907277,0.000256345,0.211,0,78.11184,293.2,-0.094310679
508,6350000,0.000177,0.2027,1.6,84.93258,562.02,4907277,0.000256345,0.211,0,78.11184,293.2,-0.083381609
508,6350000,0.000177,0.2027,1.6,84.93258,562.02,4907277,0.000256345,0.211,0,78.11184,298.2,-0.116533816
508,6350000,0.000177,0.2027,1.6,84.93258,562.02,4907277,0.000256345,0.211,0,78.11184,348,-0.072570693
