Tc_solute,Pc_solute,Vc_solute,omega_solute,dipole_solute,MW_solute,Tc_solvent,Pc_solvent,Vc_solvent,omega_solvent,dipole_solvent,MW_solvent,T_K,ln_IDAC_exp
497.7,3040000,0.000368324,0.2797,0,86.178,590.7,5780000,0.000171,0.4218,1.7,60.05196,298.2,2.782539053
497.7,3040000,0.000368324,0.2797,0,86.178,508.1,4692400,0.000212766,0.3071,2.88,58.07914,298.2,1.930071085
497.7,3040000,0.000368324,0.2797,0,86.178,545.5,4850000,0.000171,0.321,3.92,41.05192,298.2,3.086486637
497.7,3040000,0.000368324,0.2797,0,86.178,545.5,4850000,0.000171,0.321,3.92,41.05192,298.2,3.227637331
497.7,3040000,0.000368324,0.2797,0,86.178,709.6,4010000,0.000388,0.377,3.02,120.14852,298.2,1.882513832
497.7,3040000,0.000368324,0.2797,0,86.178,646.5,4240000,0.000341,0.3288,1.26,108.13782,298.2,1.353254507
497.7,3040000,0.000368324,0.2797,0,86.178,562.02,4907277,0.000256345,0.211,0,78.11184,298.2,0.810930216
497.7,3040000,0.000368324,0.2797,0,86.178,700,4200000,0.000348,0.36,4.18,103.1213,298.2,1.867176109
497.7,3040000,0.000368324,0.2797,0,86.178,715,4300000,0.000333,0.3872,1.7,108.13782,298.2,2.552565298
497.7,3040000,0.000368324,0.2797,0,86.178,575.6,3140000,0.000403,0.4345,1.840126632,116.15828,298.2,0.75612198
497.7,3040000,0.000368324,0.2797,0,86.178,585.4,3880000,0.000265,0.3325,4.07,69.10508,298.2,1.830980182
497.7,3040000,0.000368324,0.2797,0,86.178,552,7903350,0.00016,0.115,0,76.1407,298.2,0.871293366
497.7,3040000,0.000368324,0.2797,0,86.178,556.3,4540000,0.000276,0.194,0,153.8227,298.2,0.343589704
497.7,3040000,0.000368324,0.2797,0,86.178,632.35,4520600,0.000308642,0.2532,1.69,112.5569,298.2,0.845868268
497.7,3040000,0.000368324,0.2797,0,86.178,536.2,5330000,0.000244,0.216,1.01,119.37764,298.2,0.751416089
497.7,3040000,0.000368324,0.2797,0,86.178,553.6,4080500,0.000310174,0.2096,0.61,84.15948,298.2,0.182321557
497.7,3040000,0.000368324,0.2797,0,86.178,665,4600000,0.000354,0.1837,3.02,98.143,298.2,1.437462648
497.7,3040000,0.000368324,0.2797,0,86.178,508,6350000,0.000177,0.2027,1.6,84.93258,298.2,1.255616037
497.7,3040000,0.000368324,0.2797,0,86.178,707,4600000,0.000213,0.3319,3.96,78.13344,298.2,4.100657924
497.7,3040000,0.000368324,0.2797,0,86.178,514.71,6268000,0.000168634,0.646,1.44,46.06844,298.2,2.32532458
497.7,3040000,0.000368324,0.2797,0,86.178,523.3,3870000,0.000286,0.363,1.78,88.10512,298.2,1.235471471
497.7,3040000,0.000368324,0.2797,0,86.178,700,3010000,0.00047,0.48,0,150.1745,313.2,1.098612289
497.7,3040000,0.000368324,0.2797,0,86.178,700,3010000,0.00047,0.48,0,150.1745,323.2,1.068153081
497.7,3040000,0.000368324,0.2797,0,86.178,700,3010000,0.00047,0.48,0,150.1745,333.2,1.047318994
497.7,3040000,0.000368324,0.2797,0,86.178,700,3010000,0.00047,0.48,0,150.1745,343.2,1.029619417
497.7,3040000,0.000368324,0.2797,0,86.178,508.3,4764000,0.000222,0.665,1.58,60.09502,298.2,1.870262531
497.7,3040000,0.000368324,0.2797,0,86.178,513.38,8215850,0.000113828,0.5625,1.7,32.04186,298.2,3.173878459
497.7,3040000,0.000368324,0.2797,0,86.178,506.5,4750000,0.000228,0.32,1.72,74.07854,298.2,1.710187816
497.7,3040000,0.000368324,0.2797,0,86.178,536.7,4207000,0.000267,0.329,2.78,72.10572,298.2,1.386294361
497.7,3040000,0.000368324,0.2797,0,86.178,497.1,3430000,0.000335,0.267,0,88.14818,303.2,0.2390169
497.7,3040000,0.000368324,0.2797,0,86.178,497.1,3430000,0.000335,0.267,0,88.14818,323.2,0.198850859
497.7,3040000,0.000368324,0.2797,0,86.178,617.7,2103000,0.000609756,0.4884,0,142.286,298.2,0
497.7,3040000,0.000368324,0.2797,0,86.178,658.1,1817000,0.00075188,0.574,0,170.34,298.2,0.019802627
497.7,3040000,0.000368324,0.2797,0,86.178,540.2,2735730,0.000429185,0.349,0,100.205,298.2,0.039220713
497.7,3040000,0.000368324,0.2797,0,86.178,722.1,1479850,0.001,0.749,0,226.448,298.2,-0.094310679
497.7,3040000,0.000368324,0.2797,0,86.178,722.1,1479850,0.001,0.749,0,226.448,298.2,-0.116533816
497.7,3040000,0.000368324,0.2797,0,86.178,507.82,3044100,0.000369549,0.3,0,86.178,298.2,0
497.7,3040000,0.000368324,0.2797,0,86.178,712,3495713,0.00034,0.394,4.22,123.1094,298.2,2.116255515
497.7,3040000,0.000368324,0.2797,0,86.178,588,6100000,0.000173,0.346,3.46,61.04002,298.2,3.776432351
497.7,3040000,0.000368324,0.2797,0,86.178,721.8,4520000,0.000311,0.3577,0,99.13106,298.2,2.541601993
497.7,3040000,0.000368324,0.2797,0,86.178,725,7500076,0.00018,0.492,0,59.0672,298.2,3.540379446
497.7,3040000,0.000368324,0.2797,0,86.178,594.55,2281000,0.000552486,0.4433,0,128.259,298.2,0
497.7,3040000,0.000368324,0.2797,0,86.178,568.74,2483590,0.000492368,0.398,0,114.232,298.2,0.029558802
497.7,3040000,0.000368324,0.2797,0,86.178,469.7,3367500,0.000311526,0.251,0,72.151,298.2,-0.020202707
497.7,3040000,0.000368324,0.2797,0,86.178,561.3,4260000,0.000246,0.318,4.02,55.0785,298.2,2.33698652
497.7,3040000,0.000368324,0.2797,0,86.178,616.168,3531500,0.000371206,0.324,0,106.165,298.2,0.457424847
497.7,3040000,0.000368324,0.2797,0,86.178,620,5650000,0.000247,0.24,2.19,79.0999,298.2,1.89761986
497.7,3040000,0.000368324,0.2797,0,86.178,782,4750000,0.000382,0.2389,2.3,129.15858,293.2,2.241772954
497.7,3040000,0.000368324,0.2797,0,86.178,796,600000,0.00206,1.2135,0,422.81328,298.2,-0.430782916
497.7,3040000,0.000368324,0.2797,0,86.178,540.5,5190000,0.000224,0.217,1.63,72.10572,298.2,0.774727168
497.7,3040000,0.000368324,0.2797,0,86.178,591.75,4126300,0.000315557,0.2657,0.33,92.13842,298.2,0.604315967
497.7,3040000,0.000368324,0.2797,0,86.178,535.6,3030000,0.000389,0.329,0.9,101.19,298.2,0.076961041
594,4450000,0.000288,0.384,3.73,89.09318,556.3,4540000,0.000276,0.194,0,153.8227,314.9,1.521698998
594,4450000,0.000288,0.384,3.73,89.09318,556.3,4540000,0.000276,0.194,0,153.8227,333,1.444563269
594,4450000,0.000288,0.384,3.73,89.09318,556.3,4540000,0.000276,0.194,0,153.8227,340.2,1.410986974
594,4450000,0.000288,0.384,3.73,89.09318,556.3,4540000,0.000276,0.194,0,153.8227,346.3,1.376244025
594,4450000,0.000288,0.384,3.73,89.09318,553.6,4080500,0.000310174,0.2096,0.61,84.15948,337.9,2.098017927
594,4450000,0.000288,0.384,3.73,89.09318,553.6,4080500,0.000310174,0.2096,0.61,84.15948,346.1,2.00148
594,4450000,0.000288,0.384,3.73,89.09318,553.6,4080500,0.000310174,0.2096,0.61,84.15948,351.7,1.927164106
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,298.2,0.131028262
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,308.2,0.182321557
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,318.2,0.231111721
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,298.2,0.231111721
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,308.2,0.231111721
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,318.2,0.19062036
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,298.2,0.774727168
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,799,6342935,0.00025,0.4434,0,85.10448,303.2,1.272565596
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,799,6342935,0.00025,0.4434,0,85.10448,313.2,1.25846099
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,799,6342935,0.00025,0.4434,0,85.10448,323.2,1.244154594
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,799,6342935,0.00025,0.4434,0,85.10448,333.2,1.229640551
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,776,2200000,0.000687,0.7011,2.900013191,222.23716,303.2,-0.010050336
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,776,2200000,0.000687,0.7011,2.900013191,222.23716,313.2,-0.010050336
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,776,2200000,0.000687,0.7011,2.900013191,222.23716,323.2,0
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,776,2200000,0.000687,0.7011,2.900013191,222.23716,333.2,0.009950331
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,771,4630000,0.000352,0.442,0,114.1424,303.2,0.451075619
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,771,4630000,0.000352,0.442,0,114.1424,318.2,0.444685821
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,771,4630000,0.000352,0.442,0,114.1424,333.2,0.438254931
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,782,3150000,0.000352,0.603,0,94.11454,303.2,0.916290732
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,782,3150000,0.000352,0.603,0,94.11454,313.2,0.904218151
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,782,3150000,0.000352,0.603,0,94.11454,323.2,0.896088025
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,782,3150000,0.000352,0.603,0,94.11454,333.2,0.879626748
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,574.6,3270000,0.000378,0.4,2.8,100.15888,328.2,0.076961041
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,574.6,3270000,0.000378,0.4,2.8,100.15888,348.2,0.039220713
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,574.6,3270000,0.000378,0.4,2.8,100.15888,388.2,0
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,303.2,0.058268908
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,313.2,0.067658648
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,323.2,0.086177696
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,333.2,0.086177696
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,303.2,0.837247525
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,313.2,0.810930216
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,323.2,0.792992516
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,333.2,0.774727168
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,779,5080000,0.000326,0.393,0,115.13046,303.5,0.90825856
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,779,5080000,0.000326,0.393,0,115.13046,323.2,0.837247525
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,779,5080000,0.000326,0.393,0,115.13046,342.8,0.792992516
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,722.1,1479850,0.001,0.749,0,226.448,298.2,1.238374231
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,721.8,4520000,0.000311,0.3577,0,99.13106,323.4,0.512823626
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,721.8,4520000,0.000311,0.3577,0,99.13106,333.2,0.494696242
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,721.8,4520000,0.000311,0.3577,0,99.13106,343.4,0.482426149
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,725,7500076,0.00018,0.492,0,59.0672,303.2,1.166270937
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,725,7500076,0.00018,0.492,0,59.0672,313.2,1.160020917
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,725,7500076,0.00018,0.492,0,59.0672,323.2,1.150572028
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,725,7500076,0.00018,0.492,0,59.0672,333.2,1.1442228
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,716.7,1523000,0.000927,0.83474986,0,266.314142,298.6,-0.198450939
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,716.7,1523000,0.000927,0.83474986,0,266.314142,302.9,-0.162518929
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,716.7,1523000,0.000927,0.83474986,0,266.314142,308.6,-0.162518929
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,716.7,1523000,0.000927,0.83474986,0,266.314142,313.1,-0.15082289
561.1,3683000,0.000321,0.3396,2.719987768,86.1323,716.7,1523000,0.000927,0.83474986,0,266.314142,323.7,-0.174353387
506,3184500,0.000359712,0.268,0,86.17536,545.5,4850000,0.000171,0.321,3.92,41.05192,298.2,3.015534901
466,7500000,0.000154,0.303,2.69,44.05256,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,298.2,0.039220713
466,7500000,0.000154,0.303,2.69,44.05256,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,308.2,0.076961041
466,7500000,0.000154,0.303,2.69,44.05256,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,318.2,0.104360015
466,7500000,0.000154,0.303,2.69,44.05256,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,298.2,0.076961041
466,7500000,0.000154,0.303,2.69,44.05256,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,308.2,0.122217633
466,7500000,0.000154,0.303,2.69,44.05256,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,318.2,0.139761942
466,7500000,0.000154,0.303,2.69,44.05256,776,2200000,0.000687,0.7011,2.900013191,222.23716,303.2,-0.094310679
466,7500000,0.000154,0.303,2.69,44.05256,776,2200000,0.000687,0.7011,2.900013191,222.23716,313.2,-0.094310679
466,7500000,0.000154,0.303,2.69,44.05256,776,2200000,0.000687,0.7011,2.900013191,222.23716,323.2,-0.105360516
466,7500000,0.000154,0.303,2.69,44.05256,776,2200000,0.000687,0.7011,2.900013191,222.23716,333.2,-0.105360516
466,7500000,0.000154,0.303,2.69,44.05256,771,4630000,0.000352,0.442,0,114.1424,303.2,0.173953307
466,7500000,0.000154,0.303,2.69,44.05256,771,4630000,0.000352,0.442,0,114.1424,318.2,0.157003749
466,7500000,0.000154,0.303,2.69,44.05256,771,4630000,0.000352,0.442,0,114.1424,333.2,0.139761942
466,7500000,0.000154,0.303,2.69,44.05256,782,3150000,0.000352,0.603,0,94.11454,303.2,0.131028262
466,7500000,0.000154,0.303,2.69,44.05256,782,3150000,0.000352,0.603,0,94.11454,313.2,0.131028262
466,7500000,0.000154,0.303,2.69,44.05256,782,3150000,0.000352,0.603,0,94.11454,323.2,0.139761942
466,7500000,0.000154,0.303,2.69,44.05256,782,3150000,0.000352,0.603,0,94.11454,333.2,0.139761942
466,7500000,0.000154,0.303,2.69,44.05256,634.89771,2475186.3,0.0005745,0.64936052,0,157.25326,302.8,0.009950331
466,7500000,0.000154,0.303,2.69,44.05256,634.89771,2475186.3,0.0005745,0.64936052,0,157.25326,318.3,-0.051293294
466,7500000,0.000154,0.303,2.69,44.05256,634.89771,2475186.3,0.0005745,0.64936052,0,157.25326,332.4,-0.083381609
466,7500000,0.000154,0.303,2.69,44.05256,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,303.2,-0.061875404
466,7500000,0.000154,0.303,2.69,44.05256,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,313.2,-0.051293294
466,7500000,0.000154,0.303,2.69,44.05256,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,323.2,-0.040821995
466,7500000,0.000154,0.303,2.69,44.05256,579.25436,3329682.9,0.0003955,1.8654432,0,115.17352,333.2,-0.030459207
466,7500000,0.000154,0.303,2.69,44.05256,643,4499843,0.000285,0.377,0,87.12036,303.2,-0.061875404
466,7500000,0.000154,0.303,2.69,44.05256,643,4499843,0.000285,0.377,0,87.12036,317.6,-0.094310679
466,7500000,0.000154,0.303,2.69,44.05256,643,4499843,0.000285,0.377,0,87.12036,333.4,-0.127833372
466,7500000,0.000154,0.303,2.69,44.05256,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,303.2,0.75612198
466,7500000,0.000154,0.303,2.69,44.05256,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,313.2,0.703097511
466,7500000,0.000154,0.303,2.69,44.05256,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,323.2,0.683096845
466,7500000,0.000154,0.303,2.69,44.05256,579.87617,4294285.7,0.0003005,2.2778471,0,87.12036,333.2,0.647103242
466,7500000,0.000154,0.303,2.69,44.05256,707.4,5090000,0.00024,0.4651,0,73.09378,303.1,0.746687947
466,7500000,0.000154,0.303,2.69,44.05256,707.4,5090000,0.00024,0.4651,0,73.09378,318.4,0.708035793
466,7500000,0.000154,0.303,2.69,44.05256,707.4,5090000,0.00024,0.4651,0,73.09378,333.2,0.652325186
466,7500000,0.000154,0.303,2.69,44.05256,855,5029773,0.0003365,0.3463,0,120.17012,303.1,0.364643114
466,7500000,0.000154,0.303,2.69,44.05256,855,5029773,0.0003365,0.3463,0,120.17012,317.9,0.322083499
466,7500000,0.000154,0.303,2.69,44.05256,855,5029773,0.0003365,0.3463,0,120.17012,333.6,0.285178942
466,7500000,0.000154,0.303,2.69,44.05256,705,1940000,0.000674,0.965,0,222.27868,303.2,-0.371063681
466,7500000,0.000154,0.303,2.69,44.05256,705,1940000,0.000674,0.965,0,222.27868,323.2,-0.356674944
466,7500000,0.000154,0.303,2.69,44.05256,705,1940000,0.000674,0.965,0,222.27868,343.2,-0.342490309
590.7,5780000,0.000171,0.4218,1.7,60.05196,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,298.2,-0.994252273
590.7,5780000,0.000171,0.4218,1.7,60.05196,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,298.2,-0.994252273
590.7,5780000,0.000171,0.4218,1.7,60.05196,523.3,3870000,0.000286,0.363,1.78,88.10512,313.2,0.198850859
590.7,5780000,0.000171,0.4218,1.7,60.05196,523.3,3870000,0.000286,0.363,1.78,88.10512,333.2,0.336472237
590.7,5780000,0.000171,0.4218,1.7,60.05196,523.3,3870000,0.000286,0.363,1.78,88.10512,353.2,0.451075619
590.7,5780000,0.000171,0.4218,1.7,60.05196,523.3,3870000,0.000286,0.363,1.78,88.10512,373.2,0.559615788
590.7,5780000,0.000171,0.4218,1.7,60.05196,540.2,2735730,0.000429185,0.349,0,100.205,313.2,3.205182498
590.7,5780000,0.000171,0.4218,1.7,60.05196,540.2,2735730,0.000429185,0.349,0,100.205,333.2,2.937043277
590.7,5780000,0.000171,0.4218,1.7,60.05196,540.2,2735730,0.000429185,0.349,0,100.205,353.2,2.896464272
590.7,5780000,0.000171,0.4218,1.7,60.05196,540.2,2735730,0.000429185,0.349,0,100.205,373.2,2.862200881
508.1,4692400,0.000212766,0.3071,2.88,58.07914,561.6,5226120,0.000230947,0.268,2.94,98.95916,293.2,-0.274436846
508.1,4692400,0.000212766,0.3071,2.88,58.07914,561.6,5226120,0.000230947,0.268,2.94,98.95916,318.5,-0.274436846
508.1,4692400,0.000212766,0.3071,2.88,58.07914,561.6,5226120,0.000230947,0.268,2.94,98.95916,337.2,-0.248461359
508.1,4692400,0.000212766,0.3071,2.88,58.07914,561.6,5226120,0.000230947,0.268,2.94,98.95916,354.7,-0.248461359
508.1,4692400,0.000212766,0.3071,2.88,58.07914,561.6,5226120,0.000230947,0.268,2.94,98.95916,356.7,-0.116533816
508.1,4692400,0.000212766,0.3071,2.88,58.07914,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,298.2,0.048790164
508.1,4692400,0.000212766,0.3071,2.88,58.07914,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,308.2,0.09531018
508.1,4692400,0.000212766,0.3071,2.88,58.07914,634.45796,3877117.1,0.0003455,1.3040184,0,113.15764,318.2,0.139761942
508.1,4692400,0.000212766,0.3071,2.88,58.07914,563,4414000,0.000274,0.59,1.66,74.1216,293.2,0.875468737
508.1,4692400,0.000212766,0.3071,2.88,58.07914,563,4414000,0.000274,0.59,1.66,74.1216,308.2,0.760805829
508.1,4692400,0.000212766,0.3071,2.88,58.07914,563,4414000,0.000274,0.59,1.66,74.1216,318.2,0.693147181
508.1,4692400,0.000212766,0.3071,2.88,58.07914,563,4414000,0.000274,0.59,1.66,74.1216,328.2,0.604315967
508.1,4692400,0.000212766,0.3071,2.88,58.07914,539.2,4100000,0.000303,0.218,2.05,92.56726,293.2,0.530628251
508.1,4692400,0.000212766,0.3071,2.88,58.07914,539.2,4100000,0.000303,0.218,2.05,92.56726,309.5,0.482426149
508.1,4692400,0.000212766,0.3071,2.88,58.07914,539.2,4100000,0.000303,0.218,2.05,92.56726,326.7,0.425267735
508.1,4692400,0.000212766,0.3071,2.88,58.07914,539.2,4100000,0.000303,0.218,2.05,92.56726,343.2,0.350656872
508.1,4692400,0.000212766,0.3071,2.88,58.07914,539.2,4100000,0.000303,0.218,2.05,92.56726,350.8,0.336472237
508.1,4692400,0.000212766,0.3071,2.88,58.07914,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,298.2,0.198850859
508.1,4692400,0.000212766,0.3071,2.88,58.07914,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,308.2,0.19062036
508.1,4692400,0.000212766,0.3071,2.88,58.07914,639.52778,4041499.7,0.0003465,7.16E-07,0,113.15764,318.2,0.182321557
508.1,4692400,0.000212766,0.3071,2.88,58.07914,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,293.2,0.943905899
508.1,4692400,0.000212766,0.3071,2.88,58.07914,652.5,2777000,0.000497,0.5963,1.649998201,130.22792,298.2,0.920282753
508.1,4692400,0.000212766,0.3071,2.88,58.07914,588.1,3897000,0.000326,0.58,1.700003598,88.14818,303.5,0.850150929
508.1,4692400,0.000212766,0.3071,2.88,58.07914,588.1,3897000,0.000326,0.58,1.700003598,88.14818,308.2,0.887891257
508.1,4692400,0.000212766,0.3071,2.88,58.07914,588.1,3897000,0.000326,0.58,1.700003598,88.14818,313.2,0.765467842
508.1,4692400,0.000212766,0.3071,2.88,58.07914,588.1,3897000,0.000326,0.58,1.700003598,88.14818,318.2,0.727548607
508.1,4692400,0.000212766,0.3071,2.88,58.07914,588.1,3897000,0.000326,0.58,1.700003598,88.14818,323.5,0.688134639
508.1,4692400,0.000212766,0.3071,2.88,58.07914,588.1,3897000,0.000326,0.58,1.700003598,88.14818,328.2,0.741937345
508.1,4692400,0.000212766,0.3071,2.88,58.07914,776.41085,3283316.3,0.000466735,0.18200091,0,148.20168,298.1,0.292669614
508.1,4692400,0.000212766,0.3071,2.88,58.07914,544,2572000,0.000471698,0.303,0,114.22852,293.2,1.967112357
508.1,4692400,0.000212766,0.3071,2.88,58.07914,799,6342935,0.00025,0.4434,0,85.10448,303.2,0.832909123
508.1,4692400,0.000212766,0.3071,2.88,58.07914,799,6342935,0.00025,0.4434,0,85.10448,313.2,0.819779831
508.1,4692400,0.000212766,0.3071,2.88,58.07914,799,6342935,0.00025,0.4434,0,85.10448,323.2,0.802001585
508.1,4692400,0.000212766,0.3071,2.88,58.07914,799,6342935,0.00025,0.4434,0,85.10448,333.2,0.78845736
508.1,4692400,0.000212766,0.3071,2.88,58.07914,545.5,4850000,0.000171,0.321,3.92,41.05192,293.2,0.09531018
508.1,4692400,0.000212766,0.3071,2.88,58.07914,545.5,4850000,0.000171,0.321,3.92,41.05192,298.2,0.039220713
508.1,4692400,0.000212766,0.3071,2.88,58.07914,705,5630000,0.000291,0.382,1.53,93.12648,277.4,-0.478035801
508.1,4692400,0.000212766,0.3071,2.88,58.07914,705,5630000,0.000291,0.382,1.53,93.12648,293.2,-0.223143551
508.1,4692400,0.000212766,0.3071,2.88,58.07914,705,5630000,0.000291,0.382,1.53,93.12648,313.2,-0.356674944
508.1,4692400,0.000212766,0.3071,2.88,58.07914,705,5630000,0.000291,0.382,1.53,93.12648,350.8,-0.061875404
508.1,4692400,0.000212766,0.3071,2.88,58.07914,705,5630000,0.000291,0.382,1.53,93.12648,386.7,0.09531018
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,293.2,0.548121409
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,293.2,0.536493371
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,323.2,0.488580015
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,332.2,0.488580015
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,349.8,0.482426149
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,350.7,0.470003629
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,353.3,0.418710335
508.1,4692400,0.000212766,0.3071,2.88,58.07914,562.02,4907277,0.000256345,0.211,0,78.11184,353.3,0.457424847
508.1,4692400,0.000212766,0.3071,2.88,58.07914,699,3180000,0.000449,0.473,0,150.1745,298.2,0.113328685
508.1,4692400,0.000212766,0.3071,2.88,58.07914,552,7903350,0.00016,0.115,0,76.1407,298.3,2.121063216
508.1,4692400,0.000212766,0.3071,2.88,58.07914,552,7903350,0.00016,0.115,0,76.1407,308.4,2.017566138
508.1,4692400,0.000212766,0.3071,2.88,58.07914,552,7903350,0.00016,0.115,0,76.1407,318.7,1.972691172
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,293.2,1.160020917
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,295.7,1.147402453
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,316.5,1.057790294
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,328.9,1.036736885
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,333,1.01523068
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,338.6,0.985816795
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,344.4,0.947789399
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,346.8,0.951657876
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,349.8,0.841567186
508.1,4692400,0.000212766,0.3071,2.88,58.07914,556.3,4540000,0.000276,0.194,0,153.8227,349.8,0.657520003
508.1,4692400,0.000212766,0.3071,2.88,58.07914,632.35,4520600,0.000308642,0.2532,1.69,112.5569,313.2,0.444685821
